,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
544,BCV53_00440,GTHT12_00852,36.971,449,260,11,12,450,14,449,1.3199999999999997e-89,276.0,456,0.9846491228070176,->
551,BCV53_00445,GTHT12_01262,25.351999999999997,142,99,4,91,228,108,246,1.22e-06,45.4,240,0.5916666666666667,->
552,BCV53_00450,GTHT12_02457,35.938,192,115,4,1,184,8,199,1.32e-28,102.0,188,1.0212765957446808,->
553,BCV53_00460,GTHT12_00846,67.89,327,89,5,2,319,1,320,7.269999999999999e-156,436.0,319,1.025078369905956,<=>
558,BCV53_00465,GTHT12_00845,80.876,251,48,0,1,251,1,251,6.369999999999998e-150,415.0,253,0.9920948616600791,<=>
638,BCV53_00470,GTHT12_00844,71.609,317,90,0,1,317,1,317,2.2799999999999992e-164,457.0,317,1.0,<=>
646,BCV53_00475,GTHT12_00843,73.734,316,83,0,1,316,1,316,5.569999999999998e-170,471.0,316,1.0,<=>
655,BCV53_00480,GTHT12_02530,80.645,186,36,0,1,186,1,186,1.2499999999999999e-102,290.0,189,0.9841269841269841,<=>
659,BCV53_00485,GTHT12_02536,75.847,236,57,0,1,236,1,236,3.419999999999999e-120,339.0,249,0.9477911646586346,<=>
741,BCV53_00490,GTHT12_02537,73.81,252,66,0,5,256,4,255,1.0099999999999997e-137,385.0,259,0.972972972972973,<=>
823,BCV53_00495,GTHT12_02538,70.154,325,97,0,27,351,27,351,6.879999999999997e-169,471.0,355,0.9154929577464789,<=>
829,BCV53_00500,GTHT12_02539,77.891,294,65,0,1,294,1,294,2.5599999999999994e-161,447.0,294,1.0,<=>
833,BCV53_00505,GTHT12_02540,77.635,389,86,1,1,389,1,388,0.0,609.0,390,0.9974358974358974,<=>
836,BCV53_00510,GTHT12_02541,74.29899999999999,214,55,0,1,214,7,220,6.789999999999999e-111,313.0,215,0.9953488372093023,<=>
840,BCV53_00515,GTHT12_02542,82.897,497,85,0,7,503,6,502,0.0,855.0,505,0.9841584158415841,<=>
853,BCV53_00520,GTHT12_02543,74.016,127,33,0,1,127,1,127,3.3099999999999996e-68,198.0,129,0.9844961240310077,<=>
854,BCV53_00525,GTHT12_02544,72.131,244,68,0,1,244,1,244,1.7999999999999995e-130,365.0,246,0.991869918699187,<=>
859,BCV53_00530,GTHT12_02545,51.417,247,120,0,6,252,18,264,8.639999999999998e-87,256.0,272,0.9080882352941176,<=>
864,BCV53_00535,GTHT12_02546,85.43,302,44,0,1,302,1,302,0.0,557.0,306,0.9869281045751634,<=>
867,BCV53_00540,GTHT12_02535,67.97399999999999,153,47,1,1,151,1,153,2.0599999999999995e-80,231.0,159,0.9622641509433962,<=>
870,BCV53_00545,GTHT12_02547,77.439,328,74,0,1,328,1,328,0.0,551.0,328,1.0,<=>
872,BCV53_00550,GTHT12_02548,84.286,490,77,0,1,490,1,490,0.0,893.0,492,0.9959349593495935,<=>
873,BCV53_00555,GTHT12_02549,66.555,299,100,0,1,299,1,299,7.609999999999998e-156,434.0,300,0.9966666666666667,<=>
877,BCV53_00565,GTHT12_02550,81.271,299,56,0,1,299,2,300,0.0,509.0,299,1.0,<=>
879,BCV53_00570,GTHT12_02551,50.0,78,35,1,3,80,1,74,1.07e-25,87.8,81,0.9629629629629629,<=>
884,BCV53_00575,GTHT12_01146,89.09100000000001,55,6,0,1,55,1,55,5.19e-31,105.0,178,0.3089887640449438,<=>
901,BCV53_00585,GTHT12_02984,99.485,388,2,0,1,388,1,388,0.0,794.0,390,0.9948717948717949,<=>
930,BCV53_00590,GTHT12_02052,27.397,146,98,4,1,143,269,409,3.820000000000001e-11,56.6,155,0.9419354838709677,->
934,BCV53_00595,GTHT12_03596,92.85700000000001,42,3,0,1,42,1,42,4.0200000000000006e-25,87.0,83,0.5060240963855421,<=>
947,BCV53_00600,GTHT12_00306,94.505,91,5,0,1,91,1,91,4.550000000000001e-59,181.0,251,0.36254980079681276,->
964,BCV53_00610,GTHT12_00195,64.024,164,51,3,1,164,76,231,5.5999999999999986e-68,213.0,296,0.5540540540540541,<=>
969,BCV53_00620,GTHT12_03584,58.778999999999996,131,48,2,1,131,51,175,2.17e-46,149.0,132,0.9924242424242424,<=>
975,BCV53_00655,GTHT12_03582,62.782,266,85,4,4,264,2,258,4.9699999999999984e-116,334.0,265,1.0037735849056604,->
980,BCV53_00660,GTHT12_03581,71.154,104,30,0,1,104,13,116,2.4499999999999997e-49,149.0,104,1.0,<=>
981,BCV53_00665,GTHT12_03580,50.31100000000001,161,75,1,2,162,4,159,3.82e-52,160.0,164,0.9817073170731707,<=>
982,BCV53_00670,GTHT12_03579,60.15,936,357,3,1,929,1,927,0.0,1125.0,929,1.007534983853606,<=>
985,BCV53_00675,GTHT12_03578,76.689,1480,345,0,1,1480,1,1480,0.0,2396.0,1480,1.0,<=>
989,BCV53_00680,GTHT12_03577,71.391,381,109,0,1,381,1,381,0.0,582.0,427,0.892271662763466,<=>
990,BCV53_00685,GTHT12_03576,76.25,80,19,0,1,80,1,80,4.52e-42,129.0,80,1.0,<=>
991,BCV53_00690,GTHT12_03575,90.816,98,9,0,1,98,1,98,4.37e-63,183.0,98,1.0,<=>
994,BCV53_00700,GTHT12_03569,76.768,99,21,1,1,99,1,97,3.15e-48,154.0,330,0.3,<=>
999,BCV53_00705,GTHT12_03572,63.636,198,70,1,2,197,3,200,3.7399999999999995e-91,262.0,197,1.0050761421319796,<=>
1002,BCV53_00710,GTHT12_03084,57.391000000000005,115,46,1,71,185,297,408,2.74e-40,137.0,188,0.6117021276595744,->
1011,BCV53_00715,GTHT12_01141,31.197,234,150,6,179,407,7,234,1.1199999999999998e-25,101.0,430,0.5441860465116279,->
1014,BCV53_00725,GTHT12_02554,94.23100000000001,156,9,0,1,156,1,156,2.2399999999999994e-106,297.0,156,1.0,<=>
1015,BCV53_00730,GTHT12_02555,90.35799999999999,726,70,0,1,726,1,726,0.0,1357.0,762,0.952755905511811,<=>
1020,BCV53_00735,GTHT12_02556,89.069,247,27,0,1,247,1,247,1.8899999999999993e-170,466.0,247,1.0,<=>
1023,BCV53_00740,GTHT12_02557,86.84200000000001,76,10,0,1,76,1,76,1.5199999999999998e-41,127.0,78,0.9743589743589743,<=>
1025,BCV53_00750,GTHT12_02560,96.056,431,17,0,1,431,1,431,0.0,836.0,431,1.0,<=>
1026,BCV53_00755,GTHT12_02561,94.521,511,28,0,1,511,1,511,0.0,1007.0,513,0.9961013645224172,<=>
1027,BCV53_00760,GTHT12_02562,79.921,254,51,0,1,254,1,254,9.999999999999997e-157,432.0,254,1.0,<=>
1028,BCV53_00765,GTHT12_02563,89.62,395,41,0,1,395,1,395,0.0,699.0,395,1.0,<=>
1029,BCV53_00770,GTHT12_02564,94.94,336,17,0,1,336,1,336,0.0,650.0,336,1.0,<=>
1031,BCV53_00775,GTHT12_02565,78.235,340,74,0,1,340,1,340,0.0,552.0,340,1.0,<=>
1032,BCV53_00780,GTHT12_02566,70.0,80,24,0,3,82,3,82,1.7999999999999998e-40,124.0,82,0.975609756097561,<=>
1033,BCV53_00785,GTHT12_02567,64.828,435,150,2,1,435,1,432,0.0,581.0,438,0.9931506849315068,<=>
1034,BCV53_00800,GTHT12_02570,95.431,197,9,0,1,197,1,197,6.189999999999998e-139,382.0,197,1.0,<=>
1035,BCV53_00805,GTHT12_02571,84.884,86,13,0,1,86,1,86,5.529999999999999e-51,151.0,86,1.0,<=>
1037,BCV53_00810,GTHT12_02572,88.162,321,38,0,1,321,1,321,0.0,572.0,321,1.0,<=>
1038,BCV53_00815,GTHT12_02573,81.994,311,53,1,1,311,1,308,0.0,502.0,328,0.948170731707317,<=>
1039,BCV53_00820,GTHT12_02574,86.441,295,40,0,4,298,5,299,0.0,539.0,298,0.9899328859060402,<=>
1040,BCV53_00825,GTHT12_02575,81.699,153,28,0,1,153,7,159,1.7299999999999996e-95,270.0,153,1.0,<=>
1043,BCV53_00830,GTHT12_02576,94.88799999999999,313,16,0,1,313,1,313,0.0,610.0,316,0.990506329113924,<=>
1052,BCV53_00835,GTHT12_02577,57.172,495,206,5,1,493,1,491,0.0,552.0,493,1.0040567951318458,<=>
1053,BCV53_00840,GTHT12_02579,83.575,207,34,0,3,209,2,208,7.349999999999998e-125,348.0,211,0.981042654028436,<=>
1054,BCV53_00845,GTHT12_02580,87.74700000000001,253,31,0,1,253,1,253,2.979999999999999e-163,449.0,253,1.0,<=>
1057,BCV53_00850,GTHT12_02581,77.778,243,54,0,1,243,1,243,2.249999999999999e-140,390.0,246,0.9878048780487805,<=>
1059,BCV53_00855,GTHT12_02582,74.51899999999999,208,53,0,1,208,3,210,4.17e-109,308.0,212,0.9811320754716981,<=>
1062,BCV53_00860,GTHT12_02583,86.735,196,26,0,1,196,1,196,8.809999999999998e-130,359.0,196,1.0,<=>
1063,BCV53_00865,GTHT12_02584,81.991,422,76,0,1,422,15,436,0.0,699.0,423,0.9976359338061466,<=>
1064,BCV53_00870,GTHT12_02585,82.524,206,36,0,1,206,1,206,3.8799999999999994e-122,341.0,207,0.9951690821256038,<=>
1065,BCV53_00875,GTHT12_02586,79.847,392,79,0,1,392,1,392,0.0,628.0,394,0.9949238578680203,<=>
1067,BCV53_00885,GTHT12_02587,87.57799999999999,161,20,0,1,161,9,169,5.1899999999999994e-105,295.0,170,0.9470588235294117,<=>
1071,BCV53_00890,GTHT12_02588,83.962,212,34,0,1,212,1,212,2.0899999999999993e-137,380.0,216,0.9814814814814815,<=>
1073,BCV53_00895,GTHT12_02589,70.32300000000001,310,92,0,1,310,1,310,1.0499999999999997e-159,445.0,313,0.9904153354632588,<=>
1074,BCV53_00900,GTHT12_02590,82.59299999999999,270,47,0,1,270,1,270,1.2599999999999996e-169,466.0,270,1.0,<=>
1075,BCV53_00905,GTHT12_02591,93.851,309,19,0,1,309,1,309,0.0,587.0,312,0.9903846153846154,<=>
1076,BCV53_00910,GTHT12_02592,84.03399999999999,119,19,0,1,119,1,119,6.189999999999998e-69,199.0,120,0.9916666666666667,<=>
1077,BCV53_00920,GTHT12_02593,51.376000000000005,109,53,0,1,109,8,116,1.32e-38,122.0,109,1.0,<=>
1078,BCV53_00925,GTHT12_02594,90.77600000000001,954,88,0,2,955,3,956,0.0,1794.0,955,0.9989528795811519,<=>
1121,BCV53_00930,GTHT12_02595,92.727,660,48,0,1,660,1,660,0.0,1254.0,660,1.0,<=>
1128,BCV53_00935,GTHT12_02598,74.324,74,19,0,1,74,1,74,5.769999999999999e-36,112.0,74,1.0,<=>
1129,BCV53_00940,GTHT12_02599,56.203,395,167,3,1,395,1,389,2.4599999999999996e-143,410.0,396,0.9974747474747475,<=>
1130,BCV53_00950,GTHT12_02600,53.178999999999995,173,71,3,1,163,1,173,1.32e-58,177.0,163,1.0613496932515338,<=>
1131,BCV53_00955,GTHT12_00929,65.154,551,190,1,7,557,14,562,0.0,743.0,559,0.9856887298747764,->
1133,BCV53_00960,GTHT12_00930,64.35,331,114,1,1,327,1,331,5.189999999999999e-156,437.0,331,1.0,->
1136,BCV53_00970,GTHT12_02601,79.583,480,97,1,1,479,1,480,0.0,796.0,481,0.997920997920998,<=>
1141,BCV53_00975,GTHT12_02602,80.76899999999999,234,45,0,1,234,1,234,2.0099999999999996e-142,395.0,235,0.9957446808510638,<=>
1143,BCV53_00980,GTHT12_03280,36.296,135,69,5,3,131,6,129,8.240000000000001e-11,52.8,134,1.007462686567164,<=>
1145,BCV53_00985,GTHT12_02603,64.459,453,138,3,1,439,1,444,0.0,538.0,439,1.031890660592255,<=>
1149,BCV53_00990,GTHT12_02604,74.161,298,77,0,1,298,1,298,1.5599999999999995e-167,463.0,298,1.0,<=>
1150,BCV53_00995,GTHT12_02605,90.39299999999999,229,22,0,1,229,1,229,2.1499999999999993e-154,424.0,229,1.0,<=>
1230,BCV53_01000,GTHT12_02606,69.643,112,31,1,1,109,1,112,8.74e-53,158.0,109,1.0275229357798166,<=>
1233,BCV53_01005,GTHT12_02607,82.292,288,50,1,1,287,1,288,2.9799999999999984e-166,459.0,287,1.0034843205574913,<=>
1237,BCV53_01010,GTHT12_02608,91.463,328,28,0,1,328,1,328,0.0,639.0,328,1.0,<=>
1239,BCV53_01015,GTHT12_02609,92.575,835,62,0,1,835,1,835,0.0,1612.0,838,0.9964200477326969,<=>
1244,BCV53_01025,GTHT12_02611,86.413,184,24,1,1,184,1,183,3.009999999999999e-114,319.0,184,1.0,<=>
1245,BCV53_01030,GTHT12_02613,28.333000000000002,120,82,2,1,118,1,118,3.9699999999999997e-10,50.1,118,1.0169491525423728,<=>
1246,BCV53_01035,GTHT12_02614,59.701,134,53,1,1,133,1,134,2.2699999999999997e-55,166.0,133,1.0075187969924813,<=>
1248,BCV53_01040,GTHT12_02615,46.552,522,248,7,4,523,5,497,6.359999999999999e-149,433.0,524,0.9961832061068703,<=>
1249,BCV53_01045,GTHT12_02616,47.541000000000004,122,58,3,1,117,1,121,2.51e-28,97.1,117,1.0427350427350428,<=>
1250,BCV53_01050,GTHT12_02636,51.408,142,66,3,1,141,1,140,6.849999999999999e-36,131.0,270,0.5259259259259259,->
1255,BCV53_01060,GTHT12_02439,30.38,158,94,6,33,175,67,223,3.2799999999999996e-08,51.6,382,0.41361256544502617,->
1261,BCV53_01065,GTHT12_02302,26.699,206,125,10,64,249,154,353,2.0099999999999998e-08,51.6,329,0.6261398176291794,->
1262,BCV53_01100,GTHT12_02663,73.016,126,34,0,1,126,1,126,5.649999999999998e-69,200.0,129,0.9767441860465116,<=>
1263,BCV53_01105,GTHT12_01344,36.957,46,27,1,75,120,1,44,0.00011599999999999999,38.1,183,0.25136612021857924,->
1264,BCV53_01110,GTHT12_01661,30.27,185,105,5,9,177,2,178,1.93e-14,69.7,325,0.5692307692307692,->
1268,BCV53_01120,GTHT12_02638,34.783,69,41,3,27,93,19,85,0.000136,35.4,121,0.5702479338842975,->
1269,BCV53_01135,GTHT12_02625,70.922,141,41,0,1,141,1,141,7.259999999999999e-65,202.0,239,0.5899581589958159,<=>
1274,BCV53_01140,GTHT12_02627,63.768,69,25,0,1,69,1,69,6.37e-26,87.8,76,0.9078947368421053,<=>
1275,BCV53_01145,GTHT12_02628,49.275,138,69,1,1,138,1,137,9.82e-45,140.0,148,0.9324324324324325,<=>
1276,BCV53_01150,GTHT12_02629,39.010999999999996,182,111,0,1,182,1,182,1.1199999999999998e-33,115.0,185,0.9837837837837838,<=>
1277,BCV53_01155,GTHT12_02630,53.42,307,127,3,1,296,1,302,3.719999999999999e-110,318.0,296,1.037162162162162,<=>
1280,BCV53_01160,GTHT12_02631,56.458,542,216,8,1,535,1,529,0.0,595.0,535,1.0130841121495326,<=>
1282,BCV53_01165,GTHT12_02632,40.373000000000005,161,91,3,1,161,1,156,5.6e-31,106.0,161,1.0,<=>
1283,BCV53_01170,GTHT12_02633,37.931,87,54,0,1,87,1,87,7.409999999999999e-19,70.9,88,0.9886363636363636,<=>
1284,BCV53_01175,GTHT12_02634,57.037,135,57,1,3,136,4,138,7.79e-54,163.0,138,0.9782608695652174,<=>
1285,BCV53_01180,GTHT12_02635,60.958999999999996,146,57,0,1,146,1,146,4.36e-60,179.0,146,1.0,<=>
1286,BCV53_01185,GTHT12_02638,35.821,67,37,2,9,69,19,85,5.15e-06,37.7,82,0.8170731707317073,->
1288,BCV53_01190,GTHT12_02639,41.758,182,96,4,1,173,1,181,1.19e-30,125.0,639,0.28482003129890454,<=>
1289,BCV53_01195,GTHT12_02640,59.321999999999996,236,91,1,1,236,1,231,1.7599999999999997e-98,283.0,236,1.0,<=>
1290,BCV53_01200,GTHT12_02641,67.55,453,147,0,43,495,4,456,0.0,629.0,499,0.9078156312625251,<=>
1294,BCV53_01205,GTHT12_02643,82.624,282,49,0,1,282,1,282,1.1499999999999996e-173,478.0,282,1.0,<=>
1296,BCV53_01210,GTHT12_02644,83.556,225,36,1,3,227,3,226,2.0199999999999994e-140,389.0,227,0.9911894273127754,<=>
1322,BCV53_01215,GTHT12_02645,75.263,380,94,0,1,380,1,380,0.0,536.0,382,0.9947643979057592,<=>
1325,BCV53_01220,GTHT12_02646,83.178,214,34,1,1,212,1,214,2.489999999999999e-133,370.0,212,1.009433962264151,<=>
1326,BCV53_01225,GTHT12_02647,54.333,300,129,5,32,324,28,326,1.9399999999999994e-109,319.0,326,0.9202453987730062,<=>
1328,BCV53_01230,GTHT12_02648,67.05199999999999,346,113,1,4,349,2,346,4.0099999999999995e-163,457.0,356,0.9719101123595506,<=>
1330,BCV53_01235,GTHT12_02666,23.055999999999997,373,269,6,13,377,11,373,1.6300000000000002e-19,87.8,502,0.7430278884462151,->
1331,BCV53_01240,GTHT12_01694,28.763,299,195,10,59,350,81,368,8.42e-24,97.8,354,0.844632768361582,->
1342,BCV53_01245,GTHT12_02665,32.481,391,220,8,2,376,4,366,1.99e-42,149.0,385,1.0155844155844156,<=>
1345,BCV53_01250,GTHT12_03208,38.384,198,102,4,333,514,38,231,1.4e-26,104.0,516,0.38372093023255816,->
1348,BCV53_01255,GTHT12_00939,45.525,257,134,4,233,488,201,452,1.2999999999999997e-58,202.0,765,0.3359477124183007,<=>
1350,BCV53_01285,GTHT12_02660,48.443000000000005,289,127,6,707,990,449,720,7.989999999999999e-74,255.0,990,0.2919191919191919,<=>
1355,BCV53_01310,GTHT12_01056,32.203,59,38,1,11,67,18,76,0.00015,35.4,103,0.5728155339805825,->
1357,BCV53_01320,GTHT12_02954,31.276,243,151,7,28,263,395,628,7.67e-25,100.0,277,0.8772563176895307,<=>
1361,BCV53_01325,GTHT12_01821,22.772,101,75,1,1,98,1,101,0.00038700000000000003,33.9,106,0.9528301886792453,->
