,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
1036,BCV53_00595,AOT13_00590,100.0,83,0,0,1,83,1,83,2.8099999999999997e-59,172.0,83,1.0,<=>
1039,BCV53_00600,AOT13_18745,63.773999999999994,265,71,5,1,251,1,254,1.5899999999999999e-103,302.0,251,1.0557768924302788,->
1048,BCV53_00605,AOT13_00600,100.0,130,0,0,1,130,1,130,3.5599999999999994e-92,259.0,130,1.0,<=>
1049,BCV53_00610,AOT13_00605,100.0,296,0,0,1,296,1,296,0.0,595.0,296,1.0,<=>
1054,BCV53_00615,AOT13_00610,100.0,161,0,0,1,161,1,161,7.24e-117,324.0,161,1.0,<=>
1055,BCV53_00620,AOT13_00615,100.0,132,0,0,1,132,1,132,5.0899999999999995e-93,261.0,132,1.0,<=>
1060,BCV53_00625,AOT13_00620,100.0,71,0,0,1,71,1,71,2.47e-45,136.0,71,1.0,<=>
1061,BCV53_00630,AOT13_00625,100.0,117,0,0,1,117,1,117,1.4999999999999998e-85,241.0,117,1.0,<=>
1065,BCV53_00645,AOT13_00640,100.0,94,0,0,1,94,1,94,4.039999999999999e-66,190.0,94,1.0,<=>
1066,BCV53_00650,AOT13_00645,100.0,114,0,0,1,114,1,114,1.0599999999999998e-79,226.0,114,1.0,<=>
1067,BCV53_00655,AOT13_00650,100.0,265,0,0,1,265,1,265,0.0,535.0,265,1.0,<=>
1072,BCV53_00660,AOT13_00655,100.0,104,0,0,1,104,1,104,4.2099999999999996e-73,209.0,104,1.0,<=>
1077,BCV53_00665,AOT13_00660,100.0,164,0,0,1,164,1,164,7.989999999999998e-121,334.0,164,1.0,<=>
1078,BCV53_00670,AOT13_00665,100.0,929,0,0,1,929,1,929,0.0,1903.0,929,1.0,<=>
1080,BCV53_00675,AOT13_00670,100.0,1480,0,0,1,1480,1,1480,0.0,3056.0,1480,1.0,<=>
1085,BCV53_00680,AOT13_00675,100.0,427,0,0,1,427,1,427,0.0,866.0,427,1.0,<=>
1086,BCV53_00685,AOT13_00680,100.0,80,0,0,1,80,1,80,6.429999999999999e-56,163.0,80,1.0,<=>
1087,BCV53_00690,AOT13_00685,100.0,98,0,0,1,98,1,98,9.999999999999999e-69,197.0,98,1.0,<=>
1088,BCV53_00695,AOT13_00690,100.0,334,0,0,1,334,1,334,0.0,689.0,334,1.0,<=>
1089,BCV53_00700,AOT13_00695,100.0,330,0,0,1,330,1,330,0.0,684.0,330,1.0,<=>
1090,BCV53_00705,AOT13_00700,100.0,197,0,0,1,197,1,197,1.4499999999999996e-148,407.0,197,1.0,<=>
1091,BCV53_00710,AOT13_00705,100.0,188,0,0,1,188,1,188,9.999999999999998e-133,366.0,188,1.0,<=>
1097,BCV53_00715,AOT13_00710,100.0,430,0,0,1,430,1,430,0.0,889.0,430,1.0,<=>
1105,BCV53_00725,AOT13_00715,100.0,156,0,0,1,156,1,156,2.8299999999999995e-112,312.0,156,1.0,<=>
1106,BCV53_00730,AOT13_00720,100.0,762,0,0,1,762,1,762,0.0,1556.0,762,1.0,<=>
1110,BCV53_00735,AOT13_00725,100.0,247,0,0,1,247,1,247,0.0,508.0,247,1.0,<=>
1112,BCV53_00740,AOT13_00730,100.0,78,0,0,1,78,1,78,6.2e-48,143.0,78,1.0,<=>
1113,BCV53_00745,AOT13_00735,100.0,113,0,0,1,113,1,113,7.59e-83,234.0,113,1.0,<=>
1114,BCV53_00750,AOT13_00740,100.0,431,0,0,1,431,1,431,0.0,865.0,431,1.0,<=>
1115,BCV53_00755,AOT13_00745,100.0,513,0,0,1,513,1,513,0.0,1055.0,513,1.0,<=>
1117,BCV53_00760,AOT13_00750,100.0,254,0,0,1,254,1,254,0.0,518.0,254,1.0,<=>
1118,BCV53_00765,AOT13_00755,100.0,395,0,0,1,395,1,395,0.0,793.0,395,1.0,<=>
1119,BCV53_00770,AOT13_00760,100.0,336,0,0,1,336,1,336,0.0,681.0,336,1.0,<=>
1121,BCV53_00775,AOT13_00765,100.0,340,0,0,1,340,1,340,0.0,692.0,340,1.0,<=>
1122,BCV53_00780,AOT13_00770,100.0,82,0,0,1,82,1,82,3.4899999999999996e-55,162.0,82,1.0,<=>
1123,BCV53_00785,AOT13_00775,100.0,438,0,0,1,438,1,438,0.0,892.0,438,1.0,<=>
1124,BCV53_00800,AOT13_00785,100.0,197,0,0,1,197,1,197,1.9099999999999995e-144,397.0,197,1.0,<=>
1125,BCV53_00805,AOT13_00790,100.0,86,0,0,1,86,1,86,3.0899999999999997e-59,172.0,86,1.0,<=>
1127,BCV53_00810,AOT13_00795,100.0,321,0,0,1,321,1,321,0.0,645.0,321,1.0,<=>
1128,BCV53_00815,AOT13_00800,100.0,328,0,0,1,328,1,328,0.0,662.0,328,1.0,<=>
1129,BCV53_00820,AOT13_00805,100.0,298,0,0,1,298,1,298,0.0,617.0,298,1.0,<=>
1130,BCV53_00825,AOT13_00810,100.0,153,0,0,1,153,1,153,3.0099999999999995e-115,319.0,153,1.0,<=>
1134,BCV53_00830,AOT13_00815,100.0,316,0,0,1,316,1,316,0.0,642.0,316,1.0,<=>
1145,BCV53_00835,AOT13_00820,100.0,493,0,0,1,493,1,493,0.0,1019.0,493,1.0,<=>
1146,BCV53_00840,AOT13_00825,100.0,211,0,0,1,211,1,211,1.1599999999999997e-159,436.0,211,1.0,<=>
1147,BCV53_00845,AOT13_00830,100.0,253,0,0,1,253,1,253,0.0,509.0,253,1.0,<=>
1150,BCV53_00850,AOT13_00835,100.0,246,0,0,1,246,1,246,0.0,493.0,246,1.0,<=>
1152,BCV53_00855,AOT13_00840,100.0,212,0,0,1,212,1,212,9.149999999999998e-157,429.0,212,1.0,<=>
1154,BCV53_00860,AOT13_00845,100.0,196,0,0,1,196,1,196,1.0099999999999997e-146,402.0,196,1.0,<=>
1155,BCV53_00865,AOT13_00850,100.0,423,0,0,1,423,1,423,0.0,845.0,423,1.0,<=>
1156,BCV53_00870,AOT13_00855,100.0,207,0,0,1,207,1,207,4.5299999999999986e-151,414.0,207,1.0,<=>
1157,BCV53_00875,AOT13_00860,100.0,394,0,0,1,394,1,394,0.0,801.0,394,1.0,<=>
1159,BCV53_00885,AOT13_00870,100.0,170,0,0,1,170,1,170,5.1299999999999984e-126,348.0,170,1.0,<=>
1163,BCV53_00890,AOT13_00875,100.0,216,0,0,1,216,1,216,4.249999999999999e-163,445.0,216,1.0,<=>
1170,BCV53_00895,AOT13_00880,100.0,313,0,0,1,313,1,313,0.0,611.0,313,1.0,<=>
1171,BCV53_00900,AOT13_00885,100.0,270,0,0,1,270,1,270,0.0,546.0,270,1.0,<=>
1172,BCV53_00905,AOT13_00890,100.0,312,0,0,1,312,1,312,0.0,626.0,312,1.0,<=>
1173,BCV53_00910,AOT13_00895,100.0,120,0,0,1,120,1,120,3.029999999999999e-79,226.0,120,1.0,<=>
1174,BCV53_00915,AOT13_00900,100.0,359,0,0,1,359,1,359,0.0,743.0,359,1.0,<=>
1175,BCV53_00920,AOT13_00905,100.0,109,0,0,1,109,1,109,7.859999999999998e-75,213.0,109,1.0,<=>
1176,BCV53_00925,AOT13_00910,100.0,955,0,0,1,955,1,955,0.0,1950.0,955,1.0,<=>
1232,BCV53_00930,AOT13_00915,100.0,660,0,0,1,660,1,660,0.0,1333.0,660,1.0,<=>
1238,BCV53_00935,AOT13_00920,100.0,74,0,0,1,74,1,74,1.91e-49,147.0,74,1.0,<=>
1239,BCV53_00940,AOT13_00925,100.0,396,0,0,1,396,1,396,0.0,785.0,396,1.0,<=>
1240,BCV53_00945,AOT13_00930,100.0,64,0,0,1,64,1,64,2.8800000000000003e-43,130.0,64,1.0,<=>
1241,BCV53_00950,AOT13_00935,100.0,163,0,0,1,163,1,163,1.6999999999999997e-120,333.0,163,1.0,<=>
1242,BCV53_00955,AOT13_00940,100.0,559,0,0,1,559,1,559,0.0,1138.0,559,1.0,<=>
1244,BCV53_00960,AOT13_00945,100.0,331,0,0,1,331,1,331,0.0,676.0,331,1.0,<=>
1249,BCV53_00965,AOT13_00950,100.0,133,0,0,1,133,1,133,3.549999999999999e-95,267.0,133,1.0,<=>
1250,BCV53_00970,AOT13_00955,100.0,481,0,0,1,481,1,481,0.0,972.0,481,1.0,<=>
1255,BCV53_00975,AOT13_00960,100.0,235,0,0,1,235,1,235,4.809999999999998e-179,487.0,235,1.0,<=>
1257,BCV53_00980,AOT13_00965,100.0,134,0,0,1,134,1,134,7.889999999999999e-91,256.0,134,1.0,<=>
1258,BCV53_00985,AOT13_00970,100.0,439,0,0,1,439,1,439,0.0,894.0,439,1.0,<=>
1261,BCV53_00990,AOT13_00975,100.0,298,0,0,1,298,1,298,0.0,600.0,298,1.0,<=>
1263,BCV53_00995,AOT13_00980,100.0,229,0,0,1,229,1,229,9.619999999999999e-169,461.0,229,1.0,<=>
1355,BCV53_01000,AOT13_00985,100.0,109,0,0,1,109,1,109,1.3699999999999995e-75,215.0,109,1.0,<=>
1358,BCV53_01005,AOT13_00990,100.0,287,0,0,1,287,1,287,0.0,574.0,287,1.0,<=>
1362,BCV53_01010,AOT13_00995,100.0,328,0,0,1,328,1,328,0.0,677.0,328,1.0,<=>
1364,BCV53_01015,AOT13_01000,100.0,838,0,0,1,838,1,838,0.0,1723.0,838,1.0,<=>
1366,BCV53_01020,AOT13_01010,100.0,93,0,0,1,93,9,101,6.23e-61,182.0,210,0.44285714285714284,<=>
1371,BCV53_01025,AOT13_01015,100.0,184,0,0,1,184,1,184,1.7999999999999996e-135,373.0,184,1.0,<=>
1372,BCV53_01030,AOT13_01020,100.0,118,0,0,1,118,1,118,1.18e-83,236.0,118,1.0,<=>
1373,BCV53_01035,AOT13_01025,100.0,133,0,0,1,133,1,133,4.309999999999999e-97,271.0,133,1.0,<=>
1374,BCV53_01040,AOT13_01030,100.0,524,0,0,1,524,1,524,0.0,1061.0,524,1.0,<=>
1375,BCV53_01045,AOT13_01035,100.0,117,0,0,1,117,1,117,3.1599999999999996e-82,233.0,117,1.0,<=>
1376,BCV53_01050,AOT13_01040,100.0,270,0,0,1,270,1,270,0.0,539.0,270,1.0,<=>
1379,BCV53_01055,AOT13_01045,100.0,370,0,0,1,370,1,370,0.0,758.0,370,1.0,<=>
1380,BCV53_01060,AOT13_01050,100.0,382,0,0,1,382,1,382,0.0,798.0,382,1.0,<=>
1389,BCV53_01065,AOT13_01055,100.0,329,0,0,1,329,1,329,0.0,677.0,329,1.0,<=>
1391,BCV53_01070,AOT13_01060,100.0,350,0,0,1,350,1,350,0.0,732.0,350,1.0,<=>
1392,BCV53_01075,AOT13_01065,100.0,242,0,0,1,242,1,242,0.0,494.0,242,1.0,<=>
1393,BCV53_01080,AOT13_01070,100.0,328,0,0,1,328,1,328,0.0,677.0,328,1.0,<=>
1394,BCV53_01085,AOT13_01075,100.0,223,0,0,1,223,1,223,1.1799999999999999e-167,457.0,223,1.0,<=>
1398,BCV53_01095,AOT13_01085,100.0,218,0,0,18,235,1,218,1.4099999999999994e-161,442.0,235,0.9276595744680851,<=>
1399,BCV53_01100,AOT13_01090,100.0,129,0,0,1,129,1,129,1.8199999999999996e-94,265.0,129,1.0,<=>
1400,BCV53_01105,AOT13_07645,57.025,121,49,2,1,120,1,119,6.71e-38,124.0,183,0.6612021857923497,->
1404,BCV53_01110,AOT13_01100,100.0,325,0,0,1,325,1,325,0.0,667.0,325,1.0,<=>
1410,BCV53_01115,AOT13_01105,100.0,456,0,0,1,456,1,456,0.0,940.0,456,1.0,<=>
1412,BCV53_01120,AOT13_01110,100.0,121,0,0,1,121,1,121,9.14e-88,247.0,121,1.0,<=>
1413,BCV53_01125,AOT13_01115,100.0,595,0,0,1,595,1,595,0.0,1226.0,595,1.0,<=>
1415,BCV53_01130,AOT13_01120,100.0,316,0,0,1,316,1,316,0.0,644.0,316,1.0,<=>
1416,BCV53_01135,AOT13_01125,100.0,239,0,0,1,239,1,239,2.0499999999999995e-170,466.0,239,1.0,<=>
1419,BCV53_01140,AOT13_01130,100.0,76,0,0,1,76,1,76,4.949999999999999e-50,148.0,76,1.0,<=>
1420,BCV53_01145,AOT13_01135,100.0,148,0,0,1,148,1,148,9.049999999999998e-107,297.0,148,1.0,<=>
1421,BCV53_01150,AOT13_01140,100.0,185,0,0,1,185,1,185,3.9499999999999987e-137,377.0,185,1.0,<=>
1422,BCV53_01155,AOT13_01145,100.0,296,0,0,1,296,1,296,0.0,605.0,296,1.0,<=>
1425,BCV53_01160,AOT13_01150,100.0,535,0,0,1,535,1,535,0.0,1094.0,535,1.0,<=>
1427,BCV53_01165,AOT13_01155,100.0,161,0,0,1,161,1,161,3.869999999999999e-117,325.0,161,1.0,<=>
1428,BCV53_01170,AOT13_01160,100.0,88,0,0,1,88,1,88,2.3899999999999998e-61,178.0,88,1.0,<=>
1429,BCV53_01175,AOT13_01165,100.0,138,0,0,1,138,1,138,2.2399999999999997e-100,280.0,138,1.0,<=>
1430,BCV53_01180,AOT13_01170,100.0,146,0,0,1,146,1,146,2.6799999999999996e-103,288.0,146,1.0,<=>
1431,BCV53_01185,AOT13_01175,100.0,82,0,0,1,82,1,82,8.620000000000001e-57,166.0,82,1.0,<=>
1433,BCV53_01190,AOT13_01180,100.0,639,0,0,1,639,1,639,0.0,1301.0,639,1.0,<=>
1435,BCV53_01195,AOT13_01185,100.0,236,0,0,1,236,1,236,9.589999999999998e-180,489.0,236,1.0,<=>
1436,BCV53_01200,AOT13_01190,100.0,499,0,0,1,499,1,499,0.0,1028.0,499,1.0,<=>
1440,BCV53_01205,AOT13_01195,100.0,282,0,0,1,282,1,282,0.0,578.0,282,1.0,<=>
1442,BCV53_01210,AOT13_01200,100.0,227,0,0,1,227,1,227,3.539999999999999e-169,461.0,227,1.0,<=>
1474,BCV53_01215,AOT13_01205,100.0,382,0,0,1,382,1,382,0.0,767.0,382,1.0,<=>
1481,BCV53_01220,AOT13_01210,100.0,212,0,0,1,212,1,212,3.049999999999999e-158,432.0,212,1.0,<=>
1482,BCV53_01225,AOT13_01215,100.0,326,0,0,1,326,1,326,0.0,666.0,326,1.0,<=>
