,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
392,gene_74,gene_1504,99.476,382,2,0,1,382,1,382,0.0,786.0,382,1.0,<=>
397,gene_75,gene_1505,100.0,357,0,0,1,357,1,357,0.0,725.0,357,1.0,<=>
398,gene_76,gene_1506,100.0,401,0,0,1,401,1,401,0.0,825.0,401,1.0,<=>
399,gene_77,gene_1507,100.0,280,0,0,1,280,1,280,0.0,582.0,280,1.0,<=>
405,gene_78,gene_1508,100.0,391,0,0,2,392,1,391,0.0,801.0,392,0.9974489795918368,<=>
415,gene_79,gene_1509,99.51700000000001,414,2,0,1,414,1,414,0.0,822.0,414,1.0,<=>
416,gene_80,gene_1510,100.0,223,0,0,1,223,1,223,5.0199999999999984e-167,456.0,223,1.0,<=>
417,gene_81,gene_1511,100.0,210,0,0,1,210,1,210,4.2399999999999986e-156,427.0,210,1.0,<=>
418,gene_82,gene_1512,100.0,179,0,0,1,179,1,179,1.4099999999999996e-131,362.0,179,1.0,<=>
419,gene_83,gene_1513,100.0,244,0,0,1,244,1,244,4.099999999999999e-175,478.0,244,1.0,<=>
420,gene_84,gene_1514,100.0,149,0,0,1,149,1,149,2.999999999999999e-108,301.0,149,1.0,<=>
426,gene_85,gene_1515,99.40799999999999,676,4,0,1,676,1,676,0.0,1391.0,676,1.0,<=>
428,gene_86,gene_1516,100.0,475,0,0,1,475,1,475,0.0,932.0,475,1.0,<=>
438,gene_87,gene_1517,100.0,565,0,0,1,565,1,565,0.0,1177.0,565,1.0,<=>
441,gene_88,gene_1518,100.0,243,0,0,1,243,1,243,0.0,499.0,243,1.0,<=>
537,gene_89,gene_1519,87.95200000000001,83,10,0,1,83,1,83,2.74e-46,147.0,87,0.9540229885057471,->
538,gene_90,gene_1519,99.27,274,2,0,3,276,70,343,0.0,546.0,276,0.9927536231884058,<=>
539,gene_91,gene_1520,99.571,233,1,0,1,233,1,233,4.089999999999999e-174,474.0,233,1.0,<=>
549,gene_92,gene_1521,99.71600000000001,352,1,0,1,352,1,352,0.0,714.0,352,1.0,<=>
555,gene_93,gene_1522,99.43700000000001,355,2,0,1,355,367,721,0.0,710.0,355,1.0,->
563,gene_94,gene_1522,98.473,131,2,0,1,131,237,367,4.77e-87,265.0,134,0.9776119402985075,->
566,gene_95,gene_1522,99.495,198,1,0,1,198,1,198,3.429999999999999e-143,415.0,252,0.7857142857142857,<=>
569,gene_96,gene_1523,100.0,245,0,0,1,245,1,245,0.0,504.0,245,1.0,<=>
570,gene_101,gene_822,92.98200000000001,114,8,0,170,283,1,114,1.0999999999999998e-76,226.0,293,0.3890784982935154,->
575,gene_102,gene_811,30.435,207,144,0,36,242,29,235,1.75e-31,113.0,255,0.8117647058823529,->
579,gene_103,gene_280,25.574,305,194,13,11,300,12,298,1.05e-15,76.3,530,0.5754716981132075,->
582,gene_105,gene_3731,87.805,328,39,1,1,327,1,328,0.0,587.0,328,1.0,<=>
587,gene_106,gene_3729,48.387,62,31,1,1,62,1,61,6.12e-13,53.9,62,1.0,->
589,gene_108,gene_2409,88.63600000000001,44,5,0,1,44,1,44,9.66e-22,82.8,66,0.6666666666666666,->
597,gene_110,gene_2470,29.609,179,102,5,121,289,96,260,5.11e-19,81.6,309,0.5792880258899676,->
600,gene_114,gene_3106,79.31,29,6,0,1,29,74,102,6.59e-12,53.5,36,0.8055555555555556,->
602,gene_115,gene_3106,82.19200000000001,73,13,0,1,73,1,73,5.87e-40,130.0,74,0.9864864864864865,->
619,gene_116,gene_307,35.0,180,98,6,509,678,363,533,3.98e-19,87.8,679,0.2650957290132548,->
630,gene_117,gene_3106,56.122,196,82,3,11,202,9,204,5.19e-64,211.0,582,0.33676975945017185,->
644,gene_122,gene_1032,100.0,239,0,0,1,239,1,239,9.489999999999996e-178,484.0,239,1.0,<=>
656,gene_123,gene_1031,100.0,239,0,0,1,239,1,239,0.0,497.0,239,1.0,<=>
661,gene_124,gene_1030,100.0,476,0,0,1,476,1,476,0.0,987.0,476,1.0,<=>
664,gene_125,gene_1029,99.17,241,2,0,1,241,1,241,0.0,498.0,241,1.0,<=>
666,gene_126,gene_1028,99.35700000000001,311,2,0,1,311,1,311,0.0,642.0,311,1.0,<=>
670,gene_127,gene_1027,99.56299999999999,229,1,0,1,229,1,229,1.3099999999999996e-164,450.0,229,1.0,<=>
673,gene_128,gene_1026,98.936,282,3,0,1,282,1,282,0.0,559.0,282,1.0,<=>
674,gene_129,gene_1025,100.0,63,0,0,1,63,1,63,4.72e-42,127.0,63,1.0,<=>
675,gene_130,gene_1024,98.851,348,4,0,1,348,1,348,0.0,710.0,348,1.0,<=>
677,gene_131,gene_1023,99.35600000000001,776,5,0,1,776,1,776,0.0,1588.0,776,1.0,<=>
679,gene_132,gene_1022,98.20100000000001,278,5,0,1,278,1,278,0.0,556.0,278,1.0,<=>
681,gene_133,gene_1021,98.78,164,2,0,1,164,1,164,7.429999999999998e-122,337.0,164,1.0,<=>
683,gene_134,gene_1020,99.48100000000001,385,2,0,1,385,1,385,0.0,775.0,385,1.0,<=>
684,gene_135,gene_1019,99.79799999999999,494,1,0,1,494,1,494,0.0,1001.0,494,1.0,<=>
703,gene_136,gene_1018,99.458,553,3,0,1,553,1,553,0.0,1129.0,553,1.0,<=>
707,gene_137,gene_1017,98.765,486,6,0,1,486,1,486,0.0,989.0,486,1.0,<=>
726,gene_138,gene_1016,100.0,62,0,0,1,62,1,62,2.8399999999999998e-42,127.0,62,1.0,<=>
727,gene_139,gene_1015,99.652,574,2,0,1,574,1,574,0.0,1189.0,574,1.0,<=>
728,gene_140,gene_1014,99.76100000000001,418,1,0,1,418,1,418,0.0,835.0,418,1.0,<=>
745,gene_141,gene_1013,98.529,136,2,0,1,136,1,136,2.4599999999999997e-93,262.0,136,1.0,<=>
747,gene_142,gene_1012,97.759,357,8,0,1,357,151,507,0.0,723.0,357,1.0,<=>
753,gene_143,gene_1012,96.95100000000001,164,5,0,1,164,1,164,1.5699999999999998e-116,336.0,168,0.9761904761904762,->
754,gene_144,gene_1011,100.0,111,0,0,1,111,1,111,8.199999999999998e-80,226.0,111,1.0,<=>
756,gene_145,gene_1010,100.0,134,0,0,1,134,1,134,6.519999999999997e-100,279.0,134,1.0,<=>
757,gene_146,gene_1009,99.821,558,1,0,1,558,1,558,0.0,1165.0,558,1.0,<=>
763,gene_147,gene_1008,100.0,129,0,0,1,129,1,129,1.1499999999999998e-91,258.0,129,1.0,<=>
765,gene_148,gene_1007,100.0,116,0,0,1,116,1,116,1.3299999999999999e-78,224.0,116,1.0,<=>
767,gene_149,gene_1005,100.0,513,0,0,1,513,1,513,0.0,1056.0,513,1.0,<=>
768,gene_150,gene_270,97.995,399,8,0,1,399,1,399,0.0,807.0,399,1.0,<=>
774,gene_151,gene_269,98.758,644,7,1,1,644,1,643,0.0,1315.0,644,1.0,<=>
789,gene_152,gene_268,98.42,443,7,0,1,443,1,443,0.0,885.0,443,1.0,<=>
792,gene_153,gene_266,99.67,303,1,0,1,303,1,303,0.0,622.0,303,1.0,<=>
811,gene_155,gene_264,98.182,110,2,0,1,110,1,110,6.849999999999998e-80,228.0,111,0.990990990990991,<=>
812,gene_156,gene_263,99.73,370,1,0,1,370,1,370,0.0,753.0,370,1.0,<=>
813,gene_157,gene_262,97.14299999999999,35,1,0,1,35,1,35,2.0799999999999997e-18,65.9,35,1.0,<=>
814,gene_158,gene_261,100.0,93,0,0,1,93,14,106,4.569999999999999e-62,181.0,93,1.0,<=>
816,gene_159,gene_260,100.0,277,0,0,1,277,1,277,0.0,568.0,277,1.0,<=>
820,gene_160,gene_259,98.84700000000001,694,8,0,1,694,1,694,0.0,1392.0,694,1.0,<=>
822,gene_161,gene_258,100.0,103,0,0,1,103,1,103,2.5099999999999997e-70,202.0,103,1.0,<=>
825,gene_162,gene_257,98.99,396,4,0,1,396,1,396,0.0,795.0,396,1.0,<=>
826,gene_163,gene_256,100.0,220,0,0,1,220,1,220,5.039999999999998e-158,433.0,220,1.0,<=>
827,gene_164,gene_255,99.484,581,3,0,1,581,1,581,0.0,1170.0,581,1.0,<=>
828,gene_165,gene_254,99.495,990,5,0,1,990,1,990,0.0,2017.0,990,1.0,<=>
834,gene_166,gene_253,100.0,86,0,0,1,86,1,86,1.4800000000000001e-61,178.0,86,1.0,<=>
835,gene_167,gene_252,100.0,116,0,0,1,116,1,116,3.1499999999999996e-79,225.0,116,1.0,<=>
837,gene_168,gene_251,100.0,317,0,0,1,317,1,317,0.0,648.0,317,1.0,<=>
841,gene_169,gene_250,99.73899999999999,765,2,0,1,765,1,765,0.0,1582.0,765,1.0,<=>
860,gene_170,gene_249,98.06200000000001,516,4,2,1,510,1,516,0.0,1029.0,510,1.011764705882353,<=>
877,gene_171,gene_248,100.0,385,0,0,1,385,1,385,0.0,790.0,385,1.0,<=>
878,gene_172,gene_247,100.0,354,0,0,1,354,1,354,0.0,727.0,354,1.0,<=>
883,gene_173,gene_246,99.801,502,1,0,1,502,1,502,0.0,1001.0,502,1.0,<=>
885,gene_174,gene_245,99.719,356,1,0,1,356,1,356,0.0,696.0,356,1.0,<=>
887,gene_175,gene_244,99.08,326,3,0,1,326,1,326,0.0,659.0,326,1.0,<=>
890,gene_176,gene_243,100.0,212,0,0,1,212,1,212,3.099999999999999e-158,432.0,212,1.0,<=>
891,gene_177,gene_242,100.0,382,0,0,1,382,1,382,0.0,767.0,382,1.0,<=>
898,gene_178,gene_241,100.0,227,0,0,1,227,1,227,3.6099999999999985e-169,461.0,227,1.0,<=>
930,gene_179,gene_240,100.0,282,0,0,1,282,1,282,0.0,578.0,282,1.0,<=>
932,gene_180,gene_239,99.8,499,1,0,1,499,1,499,0.0,1027.0,499,1.0,<=>
936,gene_181,gene_238,99.57600000000001,236,1,0,1,236,1,236,7.769999999999997e-179,487.0,236,1.0,<=>
937,gene_182,gene_237,97.809,639,14,0,1,639,1,639,0.0,1274.0,639,1.0,<=>
939,gene_183,gene_236,98.78,82,1,0,1,82,1,82,4.709999999999999e-56,164.0,82,1.0,<=>
940,gene_184,gene_235,98.63,146,2,0,1,146,1,146,4.7899999999999986e-102,285.0,146,1.0,<=>
941,gene_185,gene_234,97.12200000000001,139,3,1,1,139,1,138,4.589999999999999e-96,270.0,139,1.0,<=>
942,gene_186,gene_233,97.727,88,2,0,1,88,1,88,4.5599999999999995e-60,174.0,88,1.0,<=>
943,gene_187,gene_232,96.89399999999999,161,5,0,1,161,1,161,4.339999999999999e-113,314.0,161,1.0,<=>
944,gene_188,gene_231,59.523999999999994,546,202,9,1,538,1,535,0.0,638.0,538,1.0148698884758365,<=>
946,gene_189,gene_230,52.597,308,131,3,1,305,1,296,6.929999999999998e-107,310.0,305,1.0098360655737706,<=>
949,gene_190,gene_229,41.989,181,105,0,1,181,1,181,6.229999999999999e-43,139.0,197,0.9187817258883249,<=>
950,gene_191,gene_228,48.551,138,70,1,2,138,1,138,4.199999999999999e-37,121.0,146,0.9452054794520548,<=>
951,gene_192,gene_227,58.667,75,31,0,1,75,1,75,3.0900000000000004e-26,89.0,81,0.9259259259259259,<=>
952,gene_194,gene_226,78.169,142,31,0,1,142,1,142,5.489999999999999e-75,229.0,388,0.36597938144329895,<=>
959,gene_196,gene_287,23.651,241,152,7,1,234,3,218,1.71e-08,52.8,695,0.34676258992805753,->
963,gene_197,gene_791,21.769000000000002,147,108,3,210,355,35,175,4.1200000000000004e-07,48.9,535,0.27476635514018694,->
966,gene_199,gene_1696,33.846,130,80,1,89,218,105,228,1.51e-13,65.9,262,0.4961832061068702,->
968,gene_200,gene_210,35.15,367,213,9,16,362,17,378,3.0499999999999998e-58,190.0,364,1.0082417582417582,<=>
973,gene_201,gene_2397,29.614,233,148,9,1,226,1,224,8.070000000000001e-22,89.4,252,0.9246031746031746,->
978,gene_203,gene_3001,31.21,314,188,8,3,298,2,305,1.3399999999999999e-37,134.0,338,0.9289940828402367,->
982,gene_204,gene_221,26.415,265,145,9,1,234,4,249,8.7e-14,67.0,290,0.9137931034482759,->
984,gene_207,gene_1331,95.473,486,22,0,1,486,1,486,0.0,967.0,486,1.0,<=>
986,gene_209,gene_1332,98.361,122,2,0,1,122,1,122,1.2999999999999998e-87,247.0,122,1.0,<=>
989,gene_210,gene_1333,98.25200000000001,286,5,0,1,286,1,286,0.0,590.0,286,1.0,<=>
996,gene_211,gene_1334,98.0,50,1,0,1,50,1,50,6.41e-32,106.0,55,0.9090909090909091,->
997,gene_213,gene_1245,26.984,189,120,7,323,508,18,191,4.28e-06,45.8,605,0.31239669421487604,->
998,gene_215,gene_2037,100.0,321,0,0,1,321,1,321,0.0,659.0,328,0.9786585365853658,<=>
1006,gene_216,gene_2036,100.0,105,0,0,1,105,1,105,1.35e-75,215.0,105,1.0,<=>
1011,gene_217,gene_2035,99.115,226,2,0,1,226,1,226,5.4299999999999975e-167,459.0,290,0.7793103448275862,<=>
1012,gene_218,gene_2034,99.525,421,2,0,1,421,1,421,0.0,811.0,421,1.0,<=>
1013,gene_219,gene_2033,100.0,89,0,0,1,89,1,89,1.7699999999999998e-59,173.0,89,1.0,<=>
1014,gene_220,gene_2032,98.105,686,13,0,1,686,1,686,0.0,1388.0,686,1.0,<=>
1023,gene_221,gene_2031,100.0,265,0,0,1,265,1,265,0.0,523.0,265,1.0,<=>
1031,gene_222,gene_2030,99.71799999999999,354,1,0,1,354,1,354,0.0,708.0,354,1.0,<=>
1039,gene_223,gene_2029,99.288,281,2,0,1,281,1,281,0.0,578.0,281,1.0,<=>
1133,gene_224,gene_2028,100.0,311,0,0,1,311,1,311,0.0,635.0,311,1.0,<=>
1134,gene_225,gene_2027,99.213,127,1,0,1,127,1,127,8.039999999999997e-88,248.0,127,1.0,<=>
1139,gene_226,gene_2026,100.0,238,0,0,17,254,1,238,2.9999999999999988e-180,491.0,254,0.937007874015748,<=>
1142,gene_227,gene_2025,99.32700000000001,446,3,0,1,446,1,446,0.0,912.0,446,1.0,<=>
1149,gene_228,gene_2024,99.631,271,1,0,1,271,1,271,0.0,535.0,271,1.0,<=>
1160,gene_229,gene_2023,99.029,309,3,0,1,309,1,309,0.0,617.0,309,1.0,<=>
1169,gene_230,gene_2022,98.916,369,4,0,1,369,1,369,0.0,759.0,369,1.0,<=>
1264,gene_231,gene_2021,99.02,204,2,0,1,204,1,204,5.729999999999999e-152,416.0,204,1.0,<=>
1266,gene_232,gene_2020,99.786,467,1,0,1,467,1,467,0.0,956.0,467,1.0,<=>
1278,gene_233,gene_2019,100.0,101,0,0,1,101,1,101,6.959999999999999e-72,205.0,101,1.0,<=>
1279,gene_234,gene_2018,98.969,97,1,0,1,97,1,97,4.1199999999999996e-66,191.0,97,1.0,<=>
1288,gene_235,gene_2017,100.0,263,0,0,1,263,1,263,0.0,530.0,263,1.0,<=>
1289,gene_236,gene_2016,99.792,481,1,0,1,481,1,481,0.0,970.0,481,1.0,<=>
1291,gene_237,gene_2015,99.666,299,1,0,1,299,1,299,0.0,581.0,299,1.0,<=>
1295,gene_238,gene_2014,100.0,185,0,0,1,185,1,185,2.319999999999999e-138,380.0,185,1.0,<=>
1298,gene_239,gene_2013,100.0,242,0,0,1,242,1,242,0.0,500.0,242,1.0,<=>
1300,gene_240,gene_2012,99.65899999999999,293,1,0,1,293,1,293,0.0,605.0,293,1.0,<=>
1301,gene_241,gene_2011,98.81,420,5,0,1,420,1,420,0.0,850.0,420,1.0,<=>
1302,gene_242,gene_2010,98.14,699,13,0,1,699,1,699,0.0,1399.0,699,1.0,<=>
1303,gene_243,gene_2009,97.906,573,12,0,1,573,1,573,0.0,1166.0,573,1.0,<=>
1305,gene_244,gene_2007,96.85,127,4,0,1,127,1,127,6.049999999999999e-88,248.0,127,1.0,<=>
1308,gene_245,gene_2006,96.70299999999999,91,3,0,1,91,1,91,2.6499999999999997e-61,178.0,91,1.0,<=>
1311,gene_246,gene_2005,89.61,539,49,1,1,532,1,539,0.0,932.0,532,1.013157894736842,<=>
1316,gene_248,gene_2004,48.472,229,113,3,1,225,1,228,9.99e-69,207.0,227,1.0088105726872247,->
1317,gene_249,gene_2004,98.039,153,3,0,1,153,77,229,1.04e-105,298.0,153,1.0,<=>
1318,gene_250,gene_2003,95.47200000000001,265,12,0,1,265,1,265,0.0,516.0,265,1.0,<=>
1319,gene_251,gene_2002,100.0,42,0,0,1,42,1,42,1.28e-26,87.0,42,1.0,<=>
1320,gene_252,gene_1467,100.0,87,0,0,1,87,1,87,6.44e-63,182.0,87,1.0,<=>
1321,gene_253,gene_1468,97.10600000000001,311,5,1,1,311,1,307,0.0,605.0,311,1.0,<=>
1322,gene_255,gene_1469,100.0,91,0,0,1,91,35,125,2.11e-61,179.0,91,1.0,<=>
1323,gene_256,gene_1470,99.387,163,1,0,1,163,1,163,2.3399999999999996e-113,315.0,163,1.0,<=>
1324,gene_257,gene_1471,99.725,364,1,0,1,364,1,364,0.0,738.0,364,1.0,<=>
1333,gene_258,gene_1472,100.0,487,0,0,1,487,1,487,0.0,991.0,487,1.0,<=>
1352,gene_259,gene_1473,100.0,232,0,0,1,232,1,232,2.9299999999999993e-168,465.0,239,0.9707112970711297,<=>
1353,gene_260,gene_2909,97.87200000000001,47,1,0,1,47,1,47,3.5200000000000003e-29,94.0,47,1.0,<=>
1354,gene_261,gene_2908,96.52799999999999,144,5,0,1,144,1,144,1.3399999999999998e-97,288.0,177,0.8135593220338984,<=>
1359,gene_262,gene_2908,98.43799999999999,64,1,0,1,64,440,503,7.65e-40,132.0,64,1.0,->
1360,gene_263,gene_2907,99.167,120,1,0,1,120,1,120,9.999999999999998e-81,229.0,120,1.0,<=>
1361,gene_266,gene_1071,51.107,497,231,5,29,519,3,493,6.209999999999998e-179,511.0,521,0.9539347408829175,->
1365,gene_268,gene_2805,100.0,508,0,0,1,508,1,508,0.0,1043.0,508,1.0,<=>
1368,gene_269,gene_2804,100.0,481,0,0,1,481,6,486,0.0,981.0,481,1.0,<=>
1369,gene_270,gene_2803,99.78,454,1,0,1,454,1,454,0.0,934.0,454,1.0,<=>
1370,gene_271,gene_2802,100.0,281,0,0,1,281,1,281,0.0,578.0,281,1.0,<=>
1371,gene_272,gene_2801,100.0,465,0,0,1,465,1,465,0.0,912.0,465,1.0,<=>
1382,gene_273,gene_2800,99.699,332,1,0,1,332,1,332,0.0,659.0,332,1.0,<=>
1383,gene_274,gene_2799,100.0,45,0,0,1,45,28,72,8.99e-28,90.9,45,1.0,<=>
1384,gene_275,gene_2798,96.429,56,2,0,1,56,1,56,4.97e-34,106.0,56,1.0,<=>
1387,gene_276,gene_2797,99.389,491,3,0,1,491,1,491,0.0,977.0,491,1.0,<=>
1398,gene_277,gene_2796,100.0,195,0,0,1,195,1,195,5.059999999999999e-135,372.0,195,1.0,<=>
1402,gene_278,gene_2795,100.0,465,0,0,1,465,1,465,0.0,925.0,465,1.0,<=>
1404,gene_279,gene_2418,99.02600000000001,308,3,0,1,308,1,308,0.0,629.0,310,0.9935483870967742,<=>
1405,gene_280,gene_2418,100.0,88,0,0,1,88,313,400,1.45e-60,186.0,88,1.0,->
1406,gene_281,gene_2419,98.413,63,1,0,1,63,5,67,3.62e-41,135.0,69,0.9130434782608695,->
1407,gene_282,gene_3698,96.8,375,12,0,26,400,1,375,0.0,738.0,408,0.9191176470588235,<=>
1421,gene_283,gene_415,99.664,298,1,0,1,298,1,298,0.0,619.0,298,1.0,<=>
1430,gene_284,gene_416,100.0,160,0,0,1,160,1,160,7.359999999999998e-118,326.0,160,1.0,<=>
1433,gene_285,gene_420,100.0,601,0,0,1,601,1,601,0.0,1233.0,601,1.0,<=>
1437,gene_286,gene_421,100.0,449,0,0,1,449,1,449,0.0,911.0,449,1.0,<=>
1440,gene_287,gene_422,100.0,413,0,0,1,413,1,413,0.0,815.0,413,1.0,<=>
1441,gene_288,gene_423,100.0,275,0,0,1,275,1,275,0.0,557.0,275,1.0,<=>
1443,gene_289,gene_424,100.0,204,0,0,1,204,1,204,1.7699999999999998e-154,422.0,204,1.0,<=>
1444,gene_290,gene_425,100.0,188,0,0,1,188,1,188,1.6299999999999998e-139,383.0,188,1.0,<=>
1449,gene_291,gene_426,100.0,307,0,0,1,307,1,307,0.0,617.0,307,1.0,<=>
1452,gene_292,gene_2239,98.16,163,3,0,1,163,1,163,2.3899999999999996e-118,333.0,171,0.9532163742690059,<=>
1459,gene_293,gene_2238,95.876,97,4,0,9,105,3,99,3.2299999999999995e-62,181.0,105,0.9238095238095239,<=>
1463,gene_296,gene_1448,95.652,92,4,0,1,92,1,92,1.7599999999999998e-62,181.0,99,0.9292929292929293,->
1468,gene_299,gene_3725,100.0,36,0,0,59,94,1,36,1.61e-16,63.5,94,0.3829787234042553,<=>
1469,gene_300,gene_3724,99.27,137,1,0,1,137,1,137,2.989999999999999e-99,277.0,137,1.0,<=>
1473,gene_301,gene_3723,99.73,371,1,0,1,371,1,371,0.0,763.0,371,1.0,<=>
1476,gene_302,gene_3722,99.365,315,2,0,1,315,1,315,0.0,643.0,315,1.0,<=>
1483,gene_303,gene_3721,99.535,215,1,0,1,215,1,215,3.189999999999999e-161,441.0,215,1.0,<=>
1484,gene_304,gene_3720,100.0,283,0,0,1,283,1,283,0.0,587.0,283,1.0,<=>
1485,gene_305,gene_3719,100.0,302,0,0,1,302,1,302,0.0,605.0,302,1.0,<=>
1486,gene_306,gene_3718,93.985,133,8,0,5,137,92,224,1.4199999999999997e-80,233.0,137,0.9708029197080292,->
1487,gene_307,gene_3718,99.02,102,1,0,1,102,1,102,3.6599999999999995e-70,206.0,104,0.9807692307692307,<=>
1489,gene_309,gene_3716,100.0,226,0,0,1,226,1,226,2.1599999999999994e-167,457.0,226,1.0,<=>
1490,gene_310,gene_3715,100.0,373,0,0,1,373,1,373,0.0,758.0,373,1.0,<=>
1493,gene_311,gene_3714,100.0,335,0,0,1,335,1,335,0.0,677.0,335,1.0,<=>
