,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
159,gene_57,gene_1611,97.605,334,8,0,1,334,1,334,0.0,671.0,337,0.9910979228486647,<=>
160,gene_58,gene_1569,47.881,236,120,2,1,233,1,236,2.8099999999999997e-78,233.0,236,1.0,->
255,gene_59,gene_1568,45.817,251,135,1,7,257,6,255,4.4099999999999997e-79,236.0,260,0.9653846153846154,->
349,gene_60,gene_1567,33.438,317,178,7,34,321,33,345,5.18e-43,148.0,325,0.9753846153846154,->
357,gene_61,gene_2464,34.615,78,51,0,157,234,196,273,5.89e-06,43.5,293,0.26621160409556316,->
359,gene_62,gene_1565,32.323,396,234,12,10,386,4,384,3.4e-49,167.0,396,1.0,->
361,gene_63,gene_1608,96.787,249,7,1,1,248,1,249,1.3099999999999993e-175,479.0,248,1.0040322580645162,<=>
362,gene_64,gene_1607,100.0,106,0,0,1,106,1,106,8.899999999999998e-74,211.0,106,1.0,<=>
363,gene_65,gene_1606,100.0,464,0,0,1,464,1,464,0.0,960.0,464,1.0,<=>
365,gene_66,gene_1605,100.0,125,0,0,150,274,1,125,3.58e-82,239.0,274,0.4562043795620438,<=>
369,gene_67,gene_1603,100.0,283,0,0,1,283,1,283,0.0,593.0,283,1.0,<=>
370,gene_68,gene_1602,100.0,466,0,0,1,466,1,466,0.0,968.0,466,1.0,<=>
372,gene_69,gene_1601,100.0,146,0,0,1,146,1,146,5.449999999999999e-110,305.0,146,1.0,<=>
373,gene_70,gene_1600,99.75399999999999,407,1,0,1,407,1,407,0.0,841.0,407,1.0,<=>
380,gene_71,gene_1599,99.70100000000001,334,1,0,105,438,1,334,0.0,671.0,438,0.7625570776255708,<=>
383,gene_72,gene_1597,100.0,260,0,0,1,260,1,260,0.0,526.0,260,1.0,<=>
470,gene_73,gene_1596,97.22200000000001,72,2,0,1,72,1,72,2.67e-46,139.0,72,1.0,<=>
471,gene_74,gene_1595,100.0,280,0,0,1,280,1,280,0.0,557.0,280,1.0,<=>
476,gene_75,gene_1594,99.552,223,1,0,1,223,1,223,3.459999999999999e-156,428.0,223,1.0,<=>
486,gene_76,gene_1593,100.0,343,0,0,1,343,1,343,0.0,692.0,343,1.0,<=>
580,gene_77,gene_1592,100.0,114,0,0,1,114,1,114,3.1799999999999998e-80,228.0,114,1.0,<=>
581,gene_78,gene_1591,99.065,107,1,0,1,107,1,107,1.3099999999999999e-76,218.0,107,1.0,<=>
583,gene_79,gene_1590,99.145,117,1,0,1,117,1,117,7.789999999999998e-82,232.0,117,1.0,<=>
585,gene_80,gene_1589,100.0,128,0,0,1,128,1,128,3.2299999999999996e-90,254.0,128,1.0,<=>
586,gene_81,gene_1588,99.17399999999999,121,1,0,1,121,1,121,1.5399999999999998e-89,251.0,121,1.0,<=>
588,gene_82,gene_1587,99.83200000000001,595,1,0,1,595,1,595,0.0,1206.0,595,1.0,<=>
603,gene_83,gene_1586,100.0,391,0,0,1,391,1,391,0.0,788.0,391,1.0,<=>
608,gene_84,gene_1585,99.74700000000001,396,1,0,400,795,1,396,0.0,815.0,795,0.4981132075471698,<=>
621,gene_85,gene_1583,98.0,50,1,0,1,50,1,50,2.38e-31,99.8,50,1.0,<=>
622,gene_86,gene_1582,99.346,306,2,0,1,306,1,306,0.0,626.0,306,1.0,<=>
623,gene_87,gene_1581,98.86399999999999,88,1,0,1,88,1,88,2.1200000000000002e-61,178.0,88,1.0,<=>
624,gene_88,gene_1580,100.0,111,0,0,1,111,1,111,1.1199999999999997e-79,226.0,111,1.0,<=>
625,gene_89,gene_1579,97.727,44,1,0,1,44,1,44,7.890000000000001e-23,77.8,44,1.0,<=>
626,gene_90,gene_1578,98.913,92,1,0,1,92,1,92,1.29e-50,151.0,92,1.0,<=>
627,gene_91,gene_1577,100.0,456,0,0,1,456,1,456,0.0,941.0,456,1.0,<=>
636,gene_92,gene_1576,97.5,240,6,0,1,240,1,240,2.179999999999999e-175,478.0,240,1.0,<=>
638,gene_93,gene_1575,99.46799999999999,188,1,0,1,188,1,188,8.969999999999998e-133,366.0,188,1.0,<=>
640,gene_94,gene_1574,100.0,319,0,0,1,319,1,319,0.0,639.0,319,1.0,<=>
645,gene_95,gene_1573,100.0,253,0,0,1,253,1,253,0.0,518.0,253,1.0,<=>
740,gene_96,gene_1572,99.369,317,2,0,1,317,1,317,0.0,620.0,317,1.0,<=>
749,gene_97,gene_1571,100.0,316,0,0,1,316,1,316,0.0,623.0,316,1.0,<=>
758,gene_98,gene_1570,100.0,189,0,0,1,189,1,189,6.359999999999998e-135,372.0,189,1.0,<=>
765,gene_99,gene_1569,100.0,249,0,0,1,249,1,249,0.0,499.0,249,1.0,<=>
860,gene_100,gene_1568,100.0,259,0,0,1,259,1,259,0.0,523.0,259,1.0,<=>
955,gene_101,gene_1567,100.0,355,0,0,1,355,1,355,0.0,702.0,355,1.0,<=>
957,gene_102,gene_1566,100.0,294,0,0,1,294,1,294,0.0,567.0,294,1.0,<=>
960,gene_103,gene_1565,100.0,390,0,0,1,390,1,390,0.0,791.0,390,1.0,<=>
962,gene_104,gene_1564,100.0,215,0,0,1,215,1,215,2.1199999999999992e-160,438.0,215,1.0,<=>
964,gene_105,gene_1563,100.0,505,0,0,1,505,1,505,0.0,1041.0,505,1.0,<=>
982,gene_106,gene_1562,100.0,129,0,0,1,129,1,129,1.6899999999999995e-94,265.0,129,1.0,<=>
983,gene_107,gene_1561,100.0,246,0,0,1,246,1,246,0.0,504.0,246,1.0,<=>
987,gene_108,gene_1560,99.632,272,1,0,1,272,1,272,0.0,555.0,272,1.0,<=>
991,gene_109,gene_1559,99.346,306,2,0,1,306,1,306,0.0,629.0,306,1.0,<=>
993,gene_110,gene_1558,100.0,171,0,0,1,171,1,171,5.839999999999998e-127,350.0,171,1.0,<=>
996,gene_111,gene_1557,99.695,328,1,0,1,328,1,328,0.0,684.0,328,1.0,<=>
1002,gene_112,gene_1556,100.0,492,0,0,1,492,1,492,0.0,1033.0,492,1.0,<=>
1004,gene_113,gene_1555,99.667,300,1,0,1,300,1,300,0.0,612.0,300,1.0,<=>
1009,gene_114,gene_1554,100.0,489,0,0,1,489,1,489,0.0,1013.0,489,1.0,<=>
1010,gene_115,gene_1553,99.666,299,1,0,1,299,1,299,0.0,617.0,299,1.0,<=>
1012,gene_116,gene_1552,98.765,81,1,0,1,81,1,81,3.399999999999999e-55,162.0,81,1.0,<=>
1013,gene_117,gene_1551,98.795,83,1,0,1,83,1,83,1.3599999999999996e-54,160.0,83,1.0,->
1014,gene_118,gene_1987,100.0,321,0,0,1,321,1,321,0.0,663.0,390,0.823076923076923,->
1024,gene_119,gene_781,100.0,169,0,0,1,169,1,169,2.4999999999999993e-125,346.0,169,1.0,<=>
1026,gene_120,gene_780,100.0,83,0,0,1,83,1,83,2.8099999999999997e-59,172.0,83,1.0,<=>
1029,gene_121,gene_779,100.0,394,0,0,1,394,1,394,0.0,817.0,394,1.0,<=>
1037,gene_122,gene_778,100.0,130,0,0,1,130,1,130,3.569999999999999e-92,259.0,130,1.0,<=>
1038,gene_123,gene_777,100.0,301,0,0,1,301,1,301,0.0,605.0,301,1.0,<=>
1049,gene_125,gene_2046,79.845,129,26,0,1,129,95,223,4.1600000000000005e-59,189.0,299,0.431438127090301,->
1056,gene_128,gene_777,82.09,201,29,1,34,227,4,204,5.799999999999998e-117,333.0,256,0.78515625,->
1064,gene_132,gene_377,100.0,114,0,0,1,114,1,114,1.0599999999999998e-79,226.0,114,1.0,<=>
1065,gene_133,gene_376,98.056,360,7,0,1,360,1,360,0.0,716.0,360,1.0,<=>
1075,gene_134,gene_375,100.0,104,0,0,1,104,1,104,4.2099999999999996e-73,209.0,104,1.0,<=>
1080,gene_135,gene_374,98.78,164,2,0,1,164,1,164,1.8299999999999997e-119,331.0,164,1.0,<=>
1081,gene_136,gene_373,99.677,929,3,0,1,929,1,929,0.0,1899.0,929,1.0,<=>
1083,gene_137,gene_372,99.39200000000001,1480,9,0,1,1480,1,1480,0.0,3037.0,1480,1.0,<=>
1090,gene_138,gene_371,94.855,447,3,1,1,427,1,447,0.0,849.0,427,1.0468384074941453,<=>
1091,gene_139,gene_370,98.75,80,1,0,1,80,1,80,9.15e-56,163.0,80,1.0,<=>
1092,gene_140,gene_369,100.0,98,0,0,1,98,1,98,9.999999999999999e-69,197.0,98,1.0,<=>
1093,gene_141,gene_368,99.70100000000001,334,1,0,1,334,1,334,0.0,687.0,334,1.0,<=>
1094,gene_142,gene_367,98.788,330,4,0,1,330,1,330,0.0,676.0,330,1.0,<=>
1095,gene_143,gene_366,100.0,209,0,0,1,209,1,209,5.339999999999998e-158,432.0,209,1.0,<=>
1096,gene_144,gene_365,100.0,49,0,0,1,49,1,49,5.46e-30,95.9,49,1.0,<=>
1097,gene_145,gene_364,100.0,188,0,0,1,188,1,188,9.999999999999998e-133,366.0,188,1.0,<=>
1104,gene_146,gene_363,100.0,430,0,0,1,430,1,430,0.0,889.0,430,1.0,<=>
1112,gene_147,gene_362,100.0,156,0,0,1,156,1,156,2.8299999999999995e-112,312.0,156,1.0,<=>
1113,gene_148,gene_361,99.73700000000001,760,2,0,1,760,1,760,0.0,1550.0,762,0.9973753280839895,<=>
1117,gene_149,gene_360,100.0,247,0,0,1,247,1,247,0.0,508.0,247,1.0,<=>
1119,gene_150,gene_359,100.0,78,0,0,1,78,1,78,6.21e-48,143.0,78,1.0,<=>
1120,gene_151,gene_358,100.0,431,0,0,1,431,1,431,0.0,865.0,431,1.0,<=>
1121,gene_152,gene_357,99.805,513,1,0,1,513,1,513,0.0,1053.0,513,1.0,<=>
1123,gene_153,gene_356,99.588,243,1,0,1,243,1,243,2.4499999999999993e-180,491.0,243,1.0,<=>
1124,gene_154,gene_355,100.0,395,0,0,1,395,1,395,0.0,793.0,395,1.0,<=>
1125,gene_155,gene_354,100.0,336,0,0,1,336,1,336,0.0,681.0,336,1.0,<=>
1127,gene_156,gene_353,99.706,340,1,0,1,340,1,340,0.0,690.0,340,1.0,<=>
1129,gene_157,gene_352,100.0,82,0,0,1,82,1,82,3.4899999999999996e-55,162.0,82,1.0,<=>
1131,gene_158,gene_351,100.0,438,0,0,1,438,1,438,0.0,892.0,438,1.0,<=>
1132,gene_159,gene_350,100.0,197,0,0,1,197,1,197,1.9099999999999995e-144,397.0,197,1.0,<=>
1133,gene_160,gene_349,100.0,86,0,0,1,86,1,86,3.0899999999999997e-59,172.0,86,1.0,<=>
1135,gene_161,gene_348,100.0,321,0,0,1,321,1,321,0.0,645.0,321,1.0,<=>
1136,gene_162,gene_347,100.0,328,0,0,1,328,1,328,0.0,662.0,328,1.0,<=>
1137,gene_163,gene_346,100.0,298,0,0,1,298,1,298,0.0,617.0,298,1.0,<=>
1138,gene_164,gene_345,100.0,156,0,0,1,156,1,156,1.5999999999999996e-117,325.0,156,1.0,<=>
1144,gene_165,gene_344,100.0,316,0,0,1,316,1,316,0.0,642.0,316,1.0,<=>
1155,gene_166,gene_343,100.0,493,0,0,1,493,1,493,0.0,1019.0,493,1.0,<=>
1156,gene_167,gene_342,99.052,211,2,0,1,211,1,211,1.1699999999999996e-158,434.0,211,1.0,<=>
1157,gene_168,gene_341,99.209,253,2,0,1,253,1,253,0.0,506.0,253,1.0,<=>
1160,gene_169,gene_340,100.0,246,0,0,1,246,1,246,0.0,493.0,246,1.0,<=>
1162,gene_170,gene_339,100.0,212,0,0,1,212,1,212,9.159999999999997e-157,429.0,212,1.0,<=>
1164,gene_171,gene_338,100.0,196,0,0,1,196,1,196,1.0099999999999997e-146,402.0,196,1.0,<=>
1165,gene_172,gene_337,100.0,423,0,0,1,423,1,423,0.0,845.0,423,1.0,<=>
1166,gene_173,gene_336,100.0,207,0,0,1,207,1,207,4.5299999999999986e-151,414.0,207,1.0,<=>
1167,gene_174,gene_335,94.67,394,21,0,1,394,1,394,0.0,765.0,394,1.0,<=>
1169,gene_175,gene_595,94.57799999999999,166,9,0,1,166,1,166,3.1999999999999996e-118,328.0,170,0.9764705882352941,<=>
1173,gene_176,gene_594,94.90700000000001,216,11,0,1,216,1,216,6.749999999999997e-156,427.0,216,1.0,<=>
1177,gene_177,gene_593,89.45700000000001,313,33,0,1,313,1,313,0.0,560.0,313,1.0,<=>
1178,gene_178,gene_592,95.926,270,11,0,1,270,1,270,0.0,524.0,270,1.0,<=>
1179,gene_179,gene_591,100.0,312,0,0,1,312,1,312,0.0,626.0,312,1.0,<=>
1180,gene_180,gene_590,100.0,116,0,0,1,116,5,120,1.5499999999999995e-75,216.0,116,1.0,<=>
1181,gene_181,gene_589,99.443,359,2,0,1,359,1,359,0.0,739.0,359,1.0,<=>
1182,gene_182,gene_588,99.083,109,1,0,1,109,1,109,4.609999999999999e-74,211.0,109,1.0,<=>
1183,gene_183,gene_587,99.791,955,2,0,1,955,1,955,0.0,1946.0,955,1.0,<=>
1234,gene_184,gene_586,100.0,660,0,0,1,660,1,660,0.0,1333.0,660,1.0,<=>
1240,gene_185,gene_585,100.0,74,0,0,1,74,1,74,1.91e-49,147.0,74,1.0,<=>
1241,gene_186,gene_584,99.495,396,2,0,1,396,1,396,0.0,781.0,396,1.0,<=>
1242,gene_187,gene_583,100.0,163,0,0,1,163,1,163,1.7099999999999996e-120,333.0,163,1.0,<=>
1243,gene_188,gene_582,98.927,559,6,0,1,559,1,559,0.0,1127.0,559,1.0,<=>
1246,gene_189,gene_581,98.792,331,4,0,1,331,1,331,0.0,672.0,331,1.0,<=>
1251,gene_190,gene_580,100.0,133,0,0,1,133,1,133,3.559999999999999e-95,267.0,133,1.0,<=>
1252,gene_191,gene_579,99.584,481,2,0,1,481,1,481,0.0,969.0,481,1.0,<=>
1257,gene_192,gene_578,99.149,235,2,0,1,235,1,235,2.389999999999999e-177,483.0,235,1.0,<=>
1259,gene_193,gene_577,99.25399999999999,134,1,0,1,134,1,134,2.4999999999999997e-90,254.0,134,1.0,<=>
1260,gene_194,gene_576,99.76899999999999,433,1,0,1,433,1,433,0.0,880.0,433,1.0,<=>
1263,gene_195,gene_575,99.664,298,1,0,1,298,1,298,0.0,600.0,298,1.0,<=>
1264,gene_196,gene_574,99.12700000000001,229,2,0,1,229,1,229,6.229999999999999e-167,456.0,229,1.0,<=>
1358,gene_197,gene_573,100.0,109,0,0,1,109,1,109,1.3699999999999995e-75,215.0,109,1.0,<=>
1361,gene_198,gene_572,100.0,287,0,0,1,287,1,287,0.0,574.0,287,1.0,<=>
1365,gene_199,gene_571,100.0,328,0,0,1,328,1,328,0.0,677.0,328,1.0,<=>
1367,gene_200,gene_570,99.881,838,1,0,1,838,1,838,0.0,1721.0,838,1.0,<=>
1370,gene_201,gene_568,96.97,33,1,0,1,33,1,33,1.74e-17,67.0,119,0.2773109243697479,<=>
1372,gene_202,gene_567,70.78699999999999,89,22,1,1,89,5,89,2.13e-37,117.0,89,1.0,<=>
1375,gene_203,gene_566,100.0,184,0,0,1,184,1,184,1.7999999999999996e-135,373.0,184,1.0,<=>
1376,gene_204,gene_564,29.166999999999998,120,81,2,1,118,1,118,6.01e-09,47.0,118,1.0169491525423728,<=>
1377,gene_205,gene_563,60.448,134,52,1,1,133,1,134,2.11e-58,174.0,133,1.0075187969924813,<=>
1378,gene_206,gene_562,46.082,536,248,9,4,522,5,516,2.3499999999999994e-147,430.0,524,1.0229007633587786,<=>
1379,gene_207,gene_561,50.495,101,47,1,20,117,23,123,1.46e-27,95.1,117,0.8632478632478633,<=>
1380,gene_208,gene_194,42.857,189,94,5,1,179,1,185,1.57e-35,127.0,270,0.7,->
1383,gene_210,gene_200,35.674,356,204,9,17,367,16,351,4.16e-56,185.0,382,0.9319371727748691,<=>
1392,gene_211,gene_2917,25.248,202,126,8,87,268,154,350,2.2000000000000002e-08,51.6,352,0.5738636363636364,->
1394,gene_215,gene_3183,24.779,113,73,2,74,185,66,167,9.379999999999999e-05,38.1,195,0.5794871794871795,->
1395,gene_219,gene_1402,82.759,58,8,1,8,63,109,166,7.4600000000000005e-28,98.6,153,0.3790849673202614,->
1403,gene_220,gene_1402,80.952,21,4,0,15,35,4,24,1.39e-05,35.8,40,0.525,->
1405,gene_221,gene_3542,29.189,185,107,5,9,177,2,178,1.3e-14,70.1,325,0.5692307692307692,->
1411,gene_226,gene_194,78.169,142,31,0,1,142,1,142,2.7999999999999995e-75,230.0,239,0.5941422594142259,<=>
1414,gene_227,gene_192,58.667,75,31,0,1,75,1,75,2.85e-26,89.0,76,0.9868421052631579,<=>
1415,gene_228,gene_191,48.551,138,70,1,1,138,2,138,9.539999999999998e-44,138.0,148,0.9324324324324325,<=>
1416,gene_229,gene_190,41.989,181,105,0,1,181,1,181,8.179999999999998e-49,154.0,185,0.9783783783783784,<=>
1417,gene_230,gene_189,52.597,308,131,3,1,296,1,305,6.609999999999998e-107,310.0,296,1.0405405405405406,<=>
1419,gene_231,gene_188,59.523999999999994,546,202,9,1,535,1,538,0.0,638.0,535,1.0205607476635514,<=>
1421,gene_232,gene_187,96.89399999999999,161,5,0,1,161,1,161,4.2699999999999996e-113,314.0,161,1.0,<=>
1422,gene_233,gene_186,97.727,88,2,0,1,88,1,88,4.48e-60,174.0,88,1.0,<=>
1423,gene_234,gene_185,97.12200000000001,139,3,1,1,138,1,139,4.479999999999999e-96,270.0,138,1.0072463768115942,<=>
1424,gene_235,gene_184,98.63,146,2,0,1,146,1,146,4.7099999999999985e-102,285.0,146,1.0,<=>
1425,gene_236,gene_183,98.78,82,1,0,1,82,1,82,4.629999999999999e-56,164.0,82,1.0,<=>
1427,gene_237,gene_182,97.809,639,14,0,1,639,1,639,0.0,1274.0,639,1.0,<=>
1429,gene_238,gene_181,99.57600000000001,236,1,0,1,236,1,236,7.64e-179,487.0,236,1.0,<=>
1430,gene_239,gene_180,99.8,499,1,0,1,499,1,499,0.0,1027.0,499,1.0,<=>
1434,gene_240,gene_179,100.0,282,0,0,1,282,1,282,0.0,578.0,282,1.0,<=>
1436,gene_241,gene_178,100.0,227,0,0,1,227,1,227,3.5499999999999987e-169,461.0,227,1.0,<=>
1466,gene_242,gene_177,100.0,382,0,0,1,382,1,382,0.0,767.0,382,1.0,<=>
1472,gene_243,gene_176,100.0,212,0,0,1,212,1,212,3.049999999999999e-158,432.0,212,1.0,<=>
1473,gene_244,gene_175,99.08,326,3,0,1,326,1,326,0.0,659.0,326,1.0,<=>
1476,gene_245,gene_174,99.719,356,1,0,1,356,1,356,0.0,696.0,356,1.0,<=>
1478,gene_246,gene_173,99.801,502,1,0,1,502,1,502,0.0,1001.0,502,1.0,<=>
1480,gene_247,gene_172,100.0,354,0,0,1,354,1,354,0.0,727.0,354,1.0,<=>
1484,gene_248,gene_171,100.0,385,0,0,1,385,1,385,0.0,790.0,385,1.0,<=>
1485,gene_249,gene_170,98.06200000000001,516,4,2,1,516,1,510,0.0,1029.0,516,1.0,<=>
1505,gene_250,gene_169,99.73899999999999,765,2,0,1,765,1,765,0.0,1582.0,765,1.0,<=>
1527,gene_251,gene_168,100.0,317,0,0,1,317,1,317,0.0,648.0,317,1.0,<=>
1531,gene_252,gene_167,100.0,116,0,0,1,116,1,116,3.0999999999999993e-79,225.0,116,1.0,<=>
1533,gene_253,gene_166,100.0,86,0,0,1,86,1,86,1.4499999999999998e-61,178.0,86,1.0,<=>
1534,gene_254,gene_165,99.495,990,5,0,1,990,1,990,0.0,2017.0,990,1.0,<=>
1541,gene_255,gene_164,99.484,581,3,0,1,581,1,581,0.0,1170.0,581,1.0,<=>
1542,gene_256,gene_163,100.0,220,0,0,1,220,1,220,4.949999999999998e-158,433.0,220,1.0,<=>
1543,gene_257,gene_162,98.99,396,4,0,1,396,1,396,0.0,795.0,396,1.0,<=>
1544,gene_258,gene_161,100.0,103,0,0,1,103,1,103,2.4599999999999998e-70,202.0,103,1.0,<=>
1547,gene_259,gene_160,98.84700000000001,694,8,0,1,694,1,694,0.0,1392.0,694,1.0,<=>
1549,gene_260,gene_159,100.0,277,0,0,1,277,1,277,0.0,568.0,277,1.0,<=>
1553,gene_261,gene_158,100.0,93,0,0,14,106,1,93,5.129999999999999e-62,181.0,106,0.8773584905660378,<=>
1555,gene_262,gene_157,97.14299999999999,35,1,0,1,35,1,35,2.0400000000000003e-18,65.9,35,1.0,<=>
1556,gene_263,gene_156,99.73,370,1,0,1,370,1,370,0.0,753.0,370,1.0,<=>
1557,gene_264,gene_155,98.182,110,2,0,1,110,1,110,9.959999999999999e-80,228.0,164,0.6707317073170732,<=>
1578,gene_266,gene_153,99.67,303,1,0,1,303,1,303,0.0,622.0,303,1.0,<=>
1599,gene_268,gene_152,98.42,443,7,0,1,443,1,443,0.0,885.0,443,1.0,<=>
1602,gene_269,gene_151,98.758,644,7,1,1,643,1,644,0.0,1315.0,643,1.0015552099533438,<=>
1620,gene_270,gene_150,97.995,399,8,0,1,399,1,399,0.0,807.0,399,1.0,<=>
1626,gene_271,gene_2185,98.24600000000001,228,4,0,1,228,1,228,4.999999999999999e-167,456.0,228,1.0,<=>
1633,gene_272,gene_2186,100.0,118,0,0,1,118,1,118,8.819999999999999e-83,239.0,123,0.959349593495935,->
1634,gene_273,gene_2186,100.0,123,0,0,1,123,119,241,4.289999999999999e-83,240.0,123,1.0,<=>
1636,gene_274,gene_2187,97.059,408,12,0,15,422,1,408,0.0,789.0,422,0.966824644549763,<=>
1639,gene_275,gene_2188,98.77,244,3,0,54,297,1,244,0.0,500.0,297,0.8215488215488216,<=>
1644,gene_276,gene_2574,25.0,124,79,4,5,124,2,115,0.000383,34.7,129,0.9612403100775194,->
1645,gene_277,gene_2225,50.538000000000004,93,41,3,11,103,1,88,3.3899999999999994e-21,77.4,103,0.9029126213592233,<=>
