,0
278,NCIMB_gene_2795
279,NCIMB_gene_2418
280,NCIMB_gene_2418
281,NCIMB_gene_2419
282,NCIMB_gene_3698
283,NCIMB_gene_415
284,NCIMB_gene_416
285,NCIMB_gene_420
286,NCIMB_gene_421
287,NCIMB_gene_422
288,NCIMB_gene_423
289,NCIMB_gene_424
290,NCIMB_gene_425
291,NCIMB_gene_426
292,NCIMB_gene_2239
293,NCIMB_gene_2238
294,gene_294
295,gene_295
296,NCIMB_gene_1448
297,gene_297
298,gene_298
299,NCIMB_gene_3725
300,NCIMB_gene_3724
301,NCIMB_gene_3723
302,NCIMB_gene_3722
303,NCIMB_gene_3721
304,NCIMB_gene_3720
305,NCIMB_gene_3719
306,NCIMB_gene_3718
307,NCIMB_gene_3718
308,gene_308
309,NCIMB_gene_3716
310,NCIMB_gene_3715
311,NCIMB_gene_3714
312,NCIMB_gene_3713
313,NCIMB_gene_3712
314,NCIMB_gene_3711
315,NCIMB_gene_3710
316,NCIMB_gene_3709
317,gene_317
318,NCIMB_gene_3701
319,NCIMB_gene_1840
320,NCIMB_gene_1839
321,NCIMB_gene_1838
322,NCIMB_gene_1837
323,NCIMB_gene_1836
324,NCIMB_gene_1835
325,NCIMB_gene_1834
326,NCIMB_gene_1833
327,NCIMB_gene_1832
328,NCIMB_gene_1831
329,NCIMB_gene_1830
330,NCIMB_gene_1829
331,NCIMB_gene_1828
332,NCIMB_gene_1827
333,gene_333
334,gene_334
335,NCIMB_gene_174
336,NCIMB_gene_173
337,NCIMB_gene_172
338,NCIMB_gene_171
339,NCIMB_gene_170
340,NCIMB_gene_169
341,NCIMB_gene_168
342,NCIMB_gene_167
343,NCIMB_gene_166
344,NCIMB_gene_165
345,NCIMB_gene_164
346,NCIMB_gene_163
347,NCIMB_gene_162
348,NCIMB_gene_161
349,NCIMB_gene_160
350,NCIMB_gene_159
351,NCIMB_gene_158
352,NCIMB_gene_157
353,NCIMB_gene_156
354,NCIMB_gene_155
355,NCIMB_gene_154
356,NCIMB_gene_153
357,NCIMB_gene_152
358,NCIMB_gene_151
359,NCIMB_gene_150
360,NCIMB_gene_149
361,NCIMB_gene_148
362,NCIMB_gene_147
363,NCIMB_gene_146
364,NCIMB_gene_145
365,NCIMB_gene_144
366,NCIMB_gene_143
367,NCIMB_gene_142
368,NCIMB_gene_141
369,NCIMB_gene_140
370,NCIMB_gene_139
371,NCIMB_gene_138
372,NCIMB_gene_137
373,NCIMB_gene_136
374,NCIMB_gene_135
375,NCIMB_gene_134
376,NCIMB_gene_133
377,NCIMB_gene_132
378,NCIMB_gene_2702
379,NCIMB_gene_2701
380,NCIMB_gene_2700
381,NCIMB_gene_2699
382,NCIMB_gene_2698
383,NCIMB_gene_2697
384,NCIMB_gene_2696
385,NCIMB_gene_2695
386,NCIMB_gene_2694
387,NCIMB_gene_2693
388,NCIMB_gene_2692
389,NCIMB_gene_2691
390,NCIMB_gene_2690
391,NCIMB_gene_2689
392,NCIMB_gene_2688
393,NCIMB_gene_2687
394,NCIMB_gene_2686
395,NCIMB_gene_2685
396,NCIMB_gene_2683
397,NCIMB_gene_2682
398,NCIMB_gene_2681
399,NCIMB_gene_2680
400,NCIMB_gene_2679
401,NCIMB_gene_2678
402,NCIMB_gene_2677
403,NCIMB_gene_2676
404,NCIMB_gene_2675
405,NCIMB_gene_2674
406,NCIMB_gene_2673
407,NCIMB_gene_2672
408,NCIMB_gene_2671
409,NCIMB_gene_2670
410,NCIMB_gene_2669
411,NCIMB_gene_2668
412,NCIMB_gene_2667
413,NCIMB_gene_2666
414,NCIMB_gene_2665
415,NCIMB_gene_2664
416,NCIMB_gene_2663
417,NCIMB_gene_2662
418,NCIMB_gene_2661
419,NCIMB_gene_2660
420,NCIMB_gene_2659
421,NCIMB_gene_2658
422,NCIMB_gene_2657
423,NCIMB_gene_2656
424,NCIMB_gene_2655
425,NCIMB_gene_2654
426,NCIMB_gene_2653
427,NCIMB_gene_2652
428,NCIMB_gene_2651
429,NCIMB_gene_2650
430,NCIMB_gene_2649
431,NCIMB_gene_2648
432,NCIMB_gene_2647
433,NCIMB_gene_1524
434,NCIMB_gene_1525
435,NCIMB_gene_1526
436,NCIMB_gene_1527
437,NCIMB_gene_1528
438,NCIMB_gene_1529
439,NCIMB_gene_1530
440,NCIMB_gene_1531
441,NCIMB_gene_1532
442,NCIMB_gene_1533
443,NCIMB_gene_1534
444,NCIMB_gene_1535
445,NCIMB_gene_1537
446,NCIMB_gene_1538
447,NCIMB_gene_1539
448,NCIMB_gene_1540
449,NCIMB_gene_1541
450,NCIMB_gene_1542
451,NCIMB_gene_1543
452,NCIMB_gene_1544
453,NCIMB_gene_1545
454,NCIMB_gene_1546
455,NCIMB_gene_1547
456,NCIMB_gene_1548
457,NCIMB_gene_1549
458,NCIMB_gene_1550
459,NCIMB_gene_1551
460,NCIMB_gene_1552
461,NCIMB_gene_1553
462,NCIMB_gene_1554
463,NCIMB_gene_1555
464,NCIMB_gene_1556
465,NCIMB_gene_1557
466,NCIMB_gene_1558
467,NCIMB_gene_1559
468,NCIMB_gene_1560
469,NCIMB_gene_1561
470,NCIMB_gene_1562
471,NCIMB_gene_1563
472,NCIMB_gene_1564
473,NCIMB_gene_1565
474,NCIMB_gene_1566
475,NCIMB_gene_1567
476,NCIMB_gene_1568
477,NCIMB_gene_1569
478,NCIMB_gene_1570
479,NCIMB_gene_1571
480,NCIMB_gene_1572
481,NCIMB_gene_1573
482,NCIMB_gene_1574
483,NCIMB_gene_1575
484,NCIMB_gene_1576
485,NCIMB_gene_1577
486,NCIMB_gene_1578
487,NCIMB_gene_1579
488,NCIMB_gene_1580
489,NCIMB_gene_1581
490,NCIMB_gene_1582
491,NCIMB_gene_1583
492,NCIMB_gene_1584
493,NCIMB_gene_1585
494,NCIMB_gene_565
495,NCIMB_gene_564
496,NCIMB_gene_563
497,NCIMB_gene_562
498,NCIMB_gene_561
499,NCIMB_gene_560
500,NCIMB_gene_559
501,NCIMB_gene_558
502,NCIMB_gene_557
503,NCIMB_gene_557
504,NCIMB_gene_556
505,NCIMB_gene_555
506,NCIMB_gene_554
507,NCIMB_gene_553
508,NCIMB_gene_552
509,NCIMB_gene_551
510,gene_510
511,NCIMB_gene_2974
512,NCIMB_gene_2975
513,gene_513
514,NCIMB_gene_2488
515,NCIMB_gene_2487
516,NCIMB_gene_2486
517,NCIMB_gene_2485
518,gene_518
519,NCIMB_gene_2484
520,gene_520
521,gene_521
522,NCIMB_gene_2449
523,NCIMB_gene_2448
524,NCIMB_gene_2447
525,NCIMB_gene_2446
526,NCIMB_gene_2445
527,NCIMB_gene_2444
528,NCIMB_gene_2443
529,NCIMB_gene_2442
530,NCIMB_gene_2441
531,NCIMB_gene_2440
532,NCIMB_gene_2439
533,NCIMB_gene_2438
534,NCIMB_gene_2437
535,NCIMB_gene_2436
536,NCIMB_gene_2435
537,NCIMB_gene_2434
538,NCIMB_gene_2433
539,NCIMB_gene_2432
540,NCIMB_gene_2431
541,NCIMB_gene_2430
542,NCIMB_gene_2429
543,NCIMB_gene_2428
544,NCIMB_gene_2427
545,NCIMB_gene_2426
546,NCIMB_gene_973
547,gene_547
548,gene_548
549,gene_549
550,gene_550
551,gene_551
552,NCIMB_gene_2419
553,NCIMB_gene_2973
554,gene_554
555,gene_555
556,gene_556
557,gene_557
558,gene_558
559,gene_559
560,gene_560
561,NCIMB_gene_207
562,NCIMB_gene_206
563,NCIMB_gene_205
564,NCIMB_gene_204
565,gene_565
566,NCIMB_gene_203
567,NCIMB_gene_202
568,NCIMB_gene_201
569,NCIMB_gene_201
570,NCIMB_gene_200
571,NCIMB_gene_199
572,NCIMB_gene_198
573,NCIMB_gene_197
574,NCIMB_gene_196
575,NCIMB_gene_195
576,NCIMB_gene_194
577,NCIMB_gene_193
578,NCIMB_gene_192
579,NCIMB_gene_191
580,NCIMB_gene_190
581,NCIMB_gene_189
582,NCIMB_gene_188
583,NCIMB_gene_187
584,NCIMB_gene_186
585,NCIMB_gene_185
586,NCIMB_gene_184
587,NCIMB_gene_183
588,NCIMB_gene_182
589,NCIMB_gene_181
590,NCIMB_gene_180
591,NCIMB_gene_179
592,NCIMB_gene_178
593,NCIMB_gene_177
594,NCIMB_gene_176
595,NCIMB_gene_175
596,gene_596
597,gene_597
598,gene_598
599,NCIMB_gene_1464
600,NCIMB_gene_1463
601,NCIMB_gene_1462
602,NCIMB_gene_1461
603,NCIMB_gene_1460
604,NCIMB_gene_1459
605,NCIMB_gene_1458
606,NCIMB_gene_1457
607,NCIMB_gene_1456
608,NCIMB_gene_1455
609,NCIMB_gene_1451
610,NCIMB_gene_1446
611,NCIMB_gene_2647
612,NCIMB_gene_2646
613,gene_613
614,NCIMB_gene_2645
615,NCIMB_gene_2644
616,NCIMB_gene_2643
617,NCIMB_gene_2640
618,NCIMB_gene_2639
619,NCIMB_gene_2638
620,NCIMB_gene_2638
621,NCIMB_gene_2637
622,NCIMB_gene_2636
623,NCIMB_gene_2635
624,NCIMB_gene_2634
625,NCIMB_gene_2633
626,NCIMB_gene_2632
627,NCIMB_gene_414
628,gene_628
629,NCIMB_gene_2631
630,NCIMB_gene_2630
631,NCIMB_gene_2629
632,NCIMB_gene_2628
633,NCIMB_gene_2627
634,NCIMB_gene_2626
635,NCIMB_gene_2625
636,NCIMB_gene_2624
637,NCIMB_gene_2623
638,NCIMB_gene_2622
639,NCIMB_gene_2621
640,NCIMB_gene_2620
641,NCIMB_gene_2619
642,NCIMB_gene_2618
643,NCIMB_gene_2617
644,NCIMB_gene_2616
645,NCIMB_gene_2615
646,NCIMB_gene_2614
647,NCIMB_gene_2613
648,NCIMB_gene_2612
649,NCIMB_gene_876
650,NCIMB_gene_877
651,NCIMB_gene_878
652,NCIMB_gene_879
653,NCIMB_gene_880
654,NCIMB_gene_881
655,NCIMB_gene_882
656,NCIMB_gene_883
657,NCIMB_gene_884
658,NCIMB_gene_885
659,NCIMB_gene_886
660,NCIMB_gene_887
661,NCIMB_gene_888
662,NCIMB_gene_889
663,NCIMB_gene_890
664,NCIMB_gene_891
665,NCIMB_gene_892
666,NCIMB_gene_893
667,NCIMB_gene_894
668,NCIMB_gene_895
669,NCIMB_gene_896
670,NCIMB_gene_897
671,NCIMB_gene_898
672,NCIMB_gene_899
673,NCIMB_gene_900
674,NCIMB_gene_901
675,NCIMB_gene_902
676,NCIMB_gene_903
677,NCIMB_gene_903
678,gene_678
679,NCIMB_gene_911
680,NCIMB_gene_912
681,NCIMB_gene_333
682,NCIMB_gene_640
683,gene_683
684,NCIMB_gene_1493
685,gene_685
686,NCIMB_gene_2975
687,NCIMB_gene_2490
688,NCIMB_gene_2794
689,NCIMB_gene_2793
690,NCIMB_gene_2792
691,NCIMB_gene_2791
692,NCIMB_gene_2790
693,NCIMB_gene_2789
694,NCIMB_gene_2788
695,NCIMB_gene_2787
696,NCIMB_gene_2786
697,NCIMB_gene_2785
698,NCIMB_gene_2784
699,NCIMB_gene_2783
700,NCIMB_gene_2782
701,NCIMB_gene_2781
702,NCIMB_gene_2780
703,NCIMB_gene_2780
704,NCIMB_gene_2779
705,NCIMB_gene_2778
706,NCIMB_gene_2777
707,NCIMB_gene_2776
708,NCIMB_gene_2775
709,NCIMB_gene_2774
710,NCIMB_gene_2773
711,NCIMB_gene_2772
712,NCIMB_gene_2771
713,NCIMB_gene_2770
714,NCIMB_gene_2769
715,NCIMB_gene_2768
716,NCIMB_gene_2767
717,NCIMB_gene_2766
718,NCIMB_gene_2765
719,NCIMB_gene_2764
720,NCIMB_gene_2763
721,NCIMB_gene_2762
722,NCIMB_gene_2761
723,NCIMB_gene_2760
724,NCIMB_gene_2759
725,NCIMB_gene_2758
726,NCIMB_gene_2757
727,NCIMB_gene_2756
728,NCIMB_gene_2755
729,NCIMB_gene_2754
730,NCIMB_gene_2753
731,NCIMB_gene_2752
732,NCIMB_gene_2751
733,NCIMB_gene_2750
734,NCIMB_gene_2749
735,NCIMB_gene_2748
736,NCIMB_gene_2747
737,NCIMB_gene_2746
738,NCIMB_gene_2745
739,NCIMB_gene_2744
740,NCIMB_gene_2743
741,NCIMB_gene_2742
742,NCIMB_gene_2741
743,NCIMB_gene_2740
744,NCIMB_gene_2739
745,NCIMB_gene_2738
746,NCIMB_gene_2737
747,NCIMB_gene_2736
748,NCIMB_gene_2735
749,NCIMB_gene_2734
750,NCIMB_gene_2733
751,NCIMB_gene_2732
752,NCIMB_gene_2731
753,NCIMB_gene_2730
754,NCIMB_gene_2729
755,NCIMB_gene_2723
756,NCIMB_gene_2722
757,NCIMB_gene_2721
758,NCIMB_gene_2720
759,NCIMB_gene_2719
760,NCIMB_gene_2718
761,NCIMB_gene_2717
762,gene_762
763,NCIMB_gene_2716
764,NCIMB_gene_2715
765,NCIMB_gene_2714
766,NCIMB_gene_2713
767,NCIMB_gene_2712
768,NCIMB_gene_2711
769,NCIMB_gene_2710
770,NCIMB_gene_2709
771,NCIMB_gene_2708
772,NCIMB_gene_2707
773,NCIMB_gene_2706
774,NCIMB_gene_2705
775,NCIMB_gene_2704
776,NCIMB_gene_2703
777,NCIMB_gene_123
778,NCIMB_gene_122
779,NCIMB_gene_121
780,NCIMB_gene_120
781,NCIMB_gene_119
782,NCIMB_gene_2408
783,NCIMB_gene_2407
784,NCIMB_gene_2406
785,NCIMB_gene_2405
786,NCIMB_gene_2578
787,gene_787
788,gene_788
789,gene_789
790,gene_790
791,NCIMB_gene_1075
792,gene_792
793,gene_793
794,gene_794
795,gene_795
796,NCIMB_gene_1149
797,NCIMB_gene_1149
798,gene_798
799,NCIMB_gene_1071
800,NCIMB_gene_1000
801,NCIMB_gene_999
802,NCIMB_gene_998
803,NCIMB_gene_997
804,NCIMB_gene_996
805,NCIMB_gene_995
806,NCIMB_gene_994
807,NCIMB_gene_993
808,NCIMB_gene_992
809,gene_809
810,NCIMB_gene_991
811,NCIMB_gene_990
812,NCIMB_gene_989
813,NCIMB_gene_988
814,NCIMB_gene_987
815,NCIMB_gene_986
816,NCIMB_gene_985
817,NCIMB_gene_983
818,NCIMB_gene_982
819,NCIMB_gene_981
820,NCIMB_gene_980
821,NCIMB_gene_979
822,NCIMB_gene_978
823,NCIMB_gene_977
824,NCIMB_gene_976
825,NCIMB_gene_975
826,NCIMB_gene_974
827,NCIMB_gene_2039
828,NCIMB_gene_2040
829,NCIMB_gene_367
830,NCIMB_gene_3217
831,NCIMB_gene_3675
832,gene_832
833,NCIMB_gene_836
834,NCIMB_gene_1450
835,NCIMB_gene_1929
836,gene_836
837,NCIMB_gene_1074
838,NCIMB_gene_2134
839,NCIMB_gene_2133
840,NCIMB_gene_2133
841,NCIMB_gene_2132
842,NCIMB_gene_2131
843,NCIMB_gene_2130
844,NCIMB_gene_2129
845,NCIMB_gene_2128
846,NCIMB_gene_2127
847,NCIMB_gene_2126
848,NCIMB_gene_2125
849,NCIMB_gene_2124
850,gene_850
851,NCIMB_gene_2123
852,NCIMB_gene_2122
853,NCIMB_gene_2121
854,NCIMB_gene_2120
855,NCIMB_gene_2119
856,NCIMB_gene_2118
857,NCIMB_gene_2117
858,NCIMB_gene_2116
859,NCIMB_gene_2115
860,NCIMB_gene_2114
861,NCIMB_gene_2113
862,NCIMB_gene_2112
863,NCIMB_gene_2111
864,NCIMB_gene_2110
865,NCIMB_gene_2109
866,NCIMB_gene_2108
867,NCIMB_gene_2107
868,NCIMB_gene_2091
869,NCIMB_gene_2090
870,NCIMB_gene_2089
871,NCIMB_gene_2086
872,NCIMB_gene_2085
873,gene_873
874,gene_874
875,NCIMB_gene_2080
876,NCIMB_gene_2080
877,NCIMB_gene_1841
878,NCIMB_gene_1842
879,NCIMB_gene_1843
880,NCIMB_gene_1844
881,NCIMB_gene_1845
882,NCIMB_gene_1846
883,NCIMB_gene_1846
884,NCIMB_gene_1847
885,NCIMB_gene_1848
886,NCIMB_gene_1849
887,NCIMB_gene_1850
888,NCIMB_gene_1851
889,NCIMB_gene_1853
890,NCIMB_gene_1854
891,NCIMB_gene_1855
892,NCIMB_gene_1856
893,NCIMB_gene_1857
894,NCIMB_gene_1858
895,NCIMB_gene_1859
896,NCIMB_gene_1860
897,NCIMB_gene_1861
898,NCIMB_gene_1862
899,NCIMB_gene_1863
900,NCIMB_gene_1864
901,NCIMB_gene_1865
902,NCIMB_gene_1866
903,NCIMB_gene_1867
904,NCIMB_gene_1868
905,NCIMB_gene_1869
906,NCIMB_gene_1870
907,NCIMB_gene_1871
908,NCIMB_gene_1872
909,NCIMB_gene_1873
910,NCIMB_gene_2684
911,NCIMB_gene_1588
912,NCIMB_gene_1589
913,NCIMB_gene_1590
914,NCIMB_gene_1591
915,NCIMB_gene_1592
916,NCIMB_gene_1593
917,NCIMB_gene_1594
918,NCIMB_gene_1595
919,NCIMB_gene_1596
920,NCIMB_gene_1597
921,NCIMB_gene_1598
922,NCIMB_gene_1599
923,NCIMB_gene_1600
924,NCIMB_gene_1601
925,NCIMB_gene_1602
926,NCIMB_gene_1603
927,NCIMB_gene_1604
928,NCIMB_gene_1605
929,NCIMB_gene_1606
930,NCIMB_gene_1607
931,NCIMB_gene_1608
932,NCIMB_gene_1609
933,NCIMB_gene_1610
934,NCIMB_gene_1611
935,NCIMB_gene_1612
936,NCIMB_gene_1613
937,NCIMB_gene_1614
938,NCIMB_gene_1615
939,NCIMB_gene_1616
940,NCIMB_gene_1617
941,NCIMB_gene_1618
942,NCIMB_gene_1619
943,NCIMB_gene_1620
944,NCIMB_gene_1621
945,NCIMB_gene_1622
946,NCIMB_gene_1623
947,NCIMB_gene_1624
948,NCIMB_gene_1625
949,NCIMB_gene_1626
950,NCIMB_gene_1627
951,NCIMB_gene_1628
952,NCIMB_gene_1629
953,NCIMB_gene_1630
954,NCIMB_gene_1631
955,NCIMB_gene_1632
956,NCIMB_gene_1633
957,NCIMB_gene_1634
958,NCIMB_gene_1635
959,NCIMB_gene_1636
960,NCIMB_gene_1637
961,NCIMB_gene_1638
962,NCIMB_gene_1639
963,NCIMB_gene_1640
964,NCIMB_gene_1641
965,NCIMB_gene_1642
966,NCIMB_gene_1643
967,NCIMB_gene_1644
968,NCIMB_gene_1645
969,NCIMB_gene_1646
970,NCIMB_gene_1647
971,NCIMB_gene_1648
972,NCIMB_gene_1649
973,NCIMB_gene_1650
974,NCIMB_gene_1651
975,NCIMB_gene_1652
976,NCIMB_gene_1653
977,NCIMB_gene_1654
978,NCIMB_gene_1655
979,NCIMB_gene_1656
980,NCIMB_gene_1657
981,NCIMB_gene_1658
982,NCIMB_gene_1659
983,NCIMB_gene_1660
984,NCIMB_gene_1661
985,NCIMB_gene_1662
986,NCIMB_gene_1663
987,NCIMB_gene_1664
988,NCIMB_gene_1665
989,NCIMB_gene_1666
990,NCIMB_gene_1667
991,NCIMB_gene_1668
992,NCIMB_gene_1669
993,NCIMB_gene_1670
994,NCIMB_gene_1671
995,NCIMB_gene_1672
996,NCIMB_gene_1673
997,NCIMB_gene_1674
998,NCIMB_gene_1675
999,NCIMB_gene_1676
1000,NCIMB_gene_1677
1001,NCIMB_gene_1678
1002,NCIMB_gene_1679
1003,NCIMB_gene_1680
1004,NCIMB_gene_1681
1005,NCIMB_gene_1682
1006,NCIMB_gene_1683
1007,NCIMB_gene_1684
1008,NCIMB_gene_1685
1009,NCIMB_gene_1686
1010,NCIMB_gene_1687
1011,NCIMB_gene_1688
1012,NCIMB_gene_1689
1013,NCIMB_gene_1689
1014,NCIMB_gene_1690
1015,NCIMB_gene_1691
1016,NCIMB_gene_1692
1017,NCIMB_gene_1693
1018,NCIMB_gene_1694
1019,NCIMB_gene_1695
1020,NCIMB_gene_1696
1021,NCIMB_gene_1697
1022,NCIMB_gene_1698
1023,NCIMB_gene_1699
1024,NCIMB_gene_1700
1025,NCIMB_gene_1701
1026,NCIMB_gene_1702
1027,NCIMB_gene_1703
1028,NCIMB_gene_1704
1029,NCIMB_gene_1705
1030,NCIMB_gene_1706
1031,NCIMB_gene_1708
1032,NCIMB_gene_1709
1033,NCIMB_gene_1710
1034,NCIMB_gene_1711
1035,NCIMB_gene_1712
1036,NCIMB_gene_1713
1037,NCIMB_gene_1714
1038,NCIMB_gene_1715
1039,NCIMB_gene_1716
1040,NCIMB_gene_1717
1041,NCIMB_gene_1718
1042,NCIMB_gene_1719
1043,NCIMB_gene_1720
1044,NCIMB_gene_1721
1045,NCIMB_gene_1722
1046,NCIMB_gene_1723
1047,NCIMB_gene_1724
1048,NCIMB_gene_1725
1049,NCIMB_gene_1726
1050,NCIMB_gene_1727
1051,NCIMB_gene_1728
1052,NCIMB_gene_1729
1053,NCIMB_gene_1730
1054,NCIMB_gene_1731
1055,NCIMB_gene_1732
1056,NCIMB_gene_1733
1057,NCIMB_gene_1734
1058,NCIMB_gene_1735
1059,NCIMB_gene_1736
1060,NCIMB_gene_1737
1061,NCIMB_gene_1738
1062,NCIMB_gene_1739
